Phase,Year_Month,R1-RF,R2-RF,R3-RF,CMA,CRD,EG,HML,IA,LIQ,ME,MOM,Mkt-RF,RMW,ROE,SMB
Downturn,2016-03,4.980665901401269,4.448741230713991,4.178240965298284,-0.08,-5.927953843446354,-2.7531,1.19,-0.7057,4.464578352052873,1.0386,-5.01,6.96,0.77,-2.1273,1.07
Downturn,2016-04,-0.02338193826316836,-0.35666796499512876,-0.4687422772351135,1.9,-5.5384113780729605,-5.236,3.28,1.2916,2.79471495129191,0.1069,-6.02,0.91,-2.97,-7.2338,1.23
Downturn,2016-05,1.0005337298182526,1.2638304629046127,1.9820146213912693,-2.48,3.067503986779218,2.2551,-1.66,-2.2596,-2.5162182800221533,-0.501,1.42,1.78,-1.09,0.9368,-0.61
Downturn,2016-06,5.702706942435152,5.708979688737624,4.851190759498201,1.94,-2.8617735052972604,-0.8264,-1.48,0.4911,-2.4020664229290167,-0.3369,4.13,-0.05,1.4,0.273,0.45
Downturn,2016-07,0.7317374722399328,0.979203213068478,1.9453229032634556,-1.18,0.6794689137420207,2.2562,-1.32,-2.1903,5.051852385589184,2.3302,-3.34,3.95,1.26,-0.5211,2.48
Downturn,2016-08,-3.7824233474817914,-3.035871015645455,-2.167222554168371,-0.34,1.1348209938167209,-0.3905,3.18,-0.2318,0.2625129456340636,0.9735,-3.49,0.49,-1.85,-2.3925,1.68
Downturn,2016-09,-1.6075078383209673,-2.014306039425653,-1.9635174211302808,0.03,-3.213995095757549,-0.9288,-1.24,0.2096,0.8354950925704152,1.0162,0.19,0.25,-2.21,-3.078,1.85
Downturn,2016-10,-1.8740601005877844,-1.9953442519225617,-2.5857467561435166,0.28,-1.7280762288864882,2.029,4.09,0.869,-1.7817991390682075,-3.4301,0.59,-2.02,0.93,3.0152,-4.02
Downturn,2016-11,0.5137834288804866,1.0622188611670624,2.017722273926336,3.7,-0.3480069477760583,-2.5338,8.21,2.978,3.0223057079978632,6.5782,-4.62,4.86,-0.18,-0.971,7.07
Downturn,2018-10,-0.30139620601380296,1.054426420339373,1.473008956583001,3.59,-2.770986174749035,-0.7543,3.4,4.1724,-4.247503065195668,-4.7513,-1.99,-7.68,0.94,1.2653,-4.46
Downturn,2018-11,2.5019903402503174,2.7924578222579677,2.3378586476436003,0.39,-0.9712125419811036,2.7784,0.3,-0.9826,-2.5244672440902893,-0.7807,-1.37,1.69,-0.55,0.6932,-0.77
Downturn,2018-12,-7.639599728193136,-7.542478822261411,-7.85680125869298,0.21,1.7499923493396352,2.4925,-1.84,-0.8421,-5.239448638481015,-3.0346,2.11,-9.57,-0.02,1.2754,-2.88
Downturn,2019-01,5.6958775472689895,6.4828793290516264,7.472920401027027,-1.51,-1.9652823157236152,-7.1445,-0.46,-0.9971,3.340758882717365,2.0507,-8.68,8.4,-0.8,-3.9593,3.03
Downturn,2019-02,2.4808978752395316,3.6981752733062057,4.452540613958281,-1.59,4.539507655061525,1.3807,-2.67,-2.5881,0.8221468674702637,1.1925,0.86,3.4,0.12,0.527,1.74
Downturn,2019-03,2.146398751409319,3.224507737916739,3.975038964421064,-0.95,1.1652716807979413,0.6648,-4.17,-0.4832,-0.1679286130753077,-3.4388,2.21,1.1,0.9,0.0942,-3.51
Downturn,2019-04,2.0173294651691256,2.3355570182617127,3.0792543109836137,-2.22,3.09289754408395,1.0612,2.15,-2.4268,-1.2777186739994506,-0.2524,-2.97,3.97,1.61,1.8378,-1.17
Downturn,2019-05,-3.9309099341207974,-2.244260209783212,-1.1981823817722401,1.77,2.0844908865896628,0.171,-2.37,1.5221,-9.027856797523835,-1.9174,7.56,-6.94,-0.46,0.6472,-1.59
Downturn,2019-06,4.689146856638929,4.975761547474214,5.597288718787666,-0.44,1.5119563544770287,-0.4102,-0.71,-0.2681,1.9017590597837144,-0.43,-2.3,6.93,0.9,-0.1339,0.37
Downturn,2019-07,1.3183986654657711,1.3981570081639485,1.9448318815268109,0.36,1.9057686857290037,1.3001,0.48,0.1745,-0.5569422941928304,-1.6351,2.89,1.19,-0.08,0.4834,-1.78
Downturn,2019-08,0.3392123635570333,1.7459627777049171,1.6263638612229283,-0.68,4.751451595718459,1.5138,-4.78,-1.0153,-6.4521416619435445,-4.209,6.92,-2.58,0.56,1.8765,-3.24
Downturn,2021-06,-0.3688987551058842,-0.2966951781902649,0.9209474588701472,-0.94,4.067020116194464,3.6784,-7.87,-2.5541,4.02761822672697,-0.1273,2.2,2.75,-2.14,-1.2674,-0.34
Downturn,2021-07,-0.6281796849500587,-0.5893192209035281,0.044978671387507774,-0.52,6.270420991069892,5.3209,-1.78,-1.5395,-7.024098978826343,-3.0131,-2.28,1.27,5.46,7.473,-4.61
Downturn,2021-08,2.288713538258458,2.2892836856490018,3.1302096300419358,-1.79,1.808448720353395,2.3736,-0.15,-2.054,0.9826981998472428,-0.7712,2.45,2.91,-0.28,1.2468,-0.68
Downturn,2021-09,-2.709358595322342,-2.7038904579613887,-2.2844868830779075,2.1,-4.428056713456741,-4.6872,5.08,3.2832,3.749633690570065,0.7796,1.49,-4.37,-1.96,-1.7584,1.12
Downturn,2021-10,1.3923083930809321,1.4502652037813757,2.0730343777260796,-1.45,4.545933721781359,3.3914,-0.49,-2.2802,-0.3345310689153224,-1.9889,3.19,6.65,1.66,3.3116,-2.7
Downturn,2021-11,-0.34448185843741763,-0.2683754410300665,-0.032396437641879494,1.73,3.350531174189042,4.796,-0.45,-0.3591,0.2750578619560295,-0.6214,0.88,-1.55,7.2,8.3907,-1.77
Downturn,2021-12,1.8888530301590423,1.9131092773163594,2.612711573590375,4.4,-1.7553716285167664,1.2502,3.26,5.2655,-3.8135955899940233,-0.5947,-2.6,3.1,4.91,3.7494,-0.8
Downturn,2022-01,-2.0569115250417713,-2.042215936581371,-1.9479300240467734,7.72,-9.097125798541516,-3.3889,12.75,10.3845,-2.1399397975201073,-3.734,-2.6,-6.25,0.84,0.7958,-4.06
Downturn,2022-02,0.9610650247090735,1.0381236998441734,2.1858095676047906,3.12,-4.105003916048455,-4.2422,3.08,3.6933,5.138075038187173,3.1876,1.76,-2.29,-2.09,-2.3836,2.92
Downturn,2022-03,2.7497202082122687,2.8165617375045073,4.025958555396402,3.14,-2.903085798806271,-1.4303,-1.81,3.2339,1.38533502799858,-1.8472,3.01,3.05,-1.53,-0.112,-2.17
Downturn,2022-04,-2.492026394737624,-2.4112701611480167,-1.2540915780551176,5.89,-2.5204759747530225,0.0161,6.17,6.0285,-1.5326460995891522,0.8844,4.87,-9.46,3.52,4.6841,-0.39
Downturn,2022-05,1.667638440551641,1.7894669447869405,2.7252769744954466,3.97,-0.2906954902137437,1.2622,8.39,5.733,-0.3237487248073489,0.807,2.43,-0.34,1.56,1.064,-0.06
Downturn,2022-06,-1.555647194569838,-1.4878216520995702,-0.816586946645621,-4.69,8.042156412039404,1.4046,-5.97,-5.6119,-9.853175655129595,0.6968,0.75,-8.43,1.81,1.0063,1.3
Depression,1990-10,1.6694231506031136,1.6694231506031136,2.0800866456985116,-0.3,6.744618463458063,3.0536,0.1,0.2605,-0.056635346235867,-5.0423,6.71,-1.92,2.97,2.077,-5.12
Depression,1990-11,9.2146981008751,9.2146981008751,9.709357388480381,-4.74,5.472915952065249,-0.8312,-3.1,-3.9833,9.093931124047284,0.4489,-5.48,6.35,0.65,1.5215,0.07
Depression,1990-12,4.401001374063807,4.401001374063807,4.507034879086237,-1.89,4.29749348600954,1.4665,-1.7,-1.9466,4.487512444309494,1.3158,0.29,2.46,2.73,3.8535,0.67
Depression,1991-01,9.421897924249999,9.421897924249999,9.804790009080442,-3.99,8.911818288088114,1.5865,-1.6,-3.9503,13.0487762477004,3.3624,-6.45,4.69,1.28,0.1591,3.91
Depression,1991-02,7.434954721404555,7.434954721404555,7.341747980941662,-0.33,2.519072085425833,-0.6779,-0.58,0.1463,1.0941682538481157,3.6299,-4.61,7.19,-0.2,-1.2402,3.94
Depression,1991-03,3.18811270772454,3.18811270772454,3.066723431490677,-1.06,3.982961129523832,0.0366,-1.39,-0.9285,2.045482702231438,3.9312,2.87,2.65,-0.53,1.6779,3.83
Depression,2000-11,-5.359571158375621,-5.359571158375621,-5.422944582483957,8.43,-8.477183134558853,10.9018,12.3,7.4487,-16.017113269857596,1.5397,-2.32,-10.72,13.07,10.3593,-0.58
Depression,2000-12,8.264234659999603,8.264234659999603,7.988469934866028,4.79,-0.3651321911691596,0.5126,7.61,6.3542,-0.5502301513176322,4.6807,6.74,1.19,1.71,5.186,3.26
Depression,2001-01,8.29949239912023,8.29949239912023,8.220575404854532,-5.03,11.25585953096413,-6.1594,-5.07,-7.1285,20.911813035484883,2.7241,-25.3,3.13,-4.69,-10.7883,5.48
Depression,2001-02,-5.564580280467744,-5.564580280467744,-6.209966837556721,9.07,-12.589325817944983,6.3589,12.47,9.2309,-10.98363085824634,2.8959,12.57,-10.05,9.1,5.2077,2.83
Depression,2001-03,-3.090024834627571,-3.090024834627571,-3.53381341723167,3.92,-0.4891916046584343,2.6585,6.42,3.7704,0.6023141355764094,2.962,8.55,-7.26,3.35,3.474,2.33
Depression,2001-04,5.909493738186524,5.909493738186524,6.059900184825142,-3.2,9.528273011742773,-5.4515,-4.67,-3.754,11.433976652404066,-0.9199,-7.9,7.94,-3.06,0.0915,-0.86
Depression,2001-05,3.539202718907229,3.539202718907229,3.54960391819442,1.91,-3.5989858248698936,-0.2513,3.36,2.3804,-4.861951925073149,4.3577,2.21,0.72,0.25,-2.5165,3.6
Depression,2001-06,-1.2710898966142945,-1.2710898966142945,-1.0930885268151422,-1.51,4.837075569895211,1.9723,-1.12,-1.7973,1.9945283343536069,6.711,0.38,-1.94,1.6,-0.806,6.57
Depression,2001-07,0.7043211466725043,0.7043211466725043,0.678658073877292,3.07,1.0016911653210947,5.5121,5.21,1.3768,-2.995297195767521,-2.1452,5.58,-2.13,7.42,3.8735,-2.82
Depression,2001-08,-2.435875234501773,-2.435875234501773,-2.7793555742656193,6.57,-10.318577591598988,5.6455,2.31,5.641,-2.3765477120463396,2.3699,5.53,-6.46,4.05,4.3155,2.71
Depression,2001-09,7.9559888575347815,9.225853942712307,10.73762000850255,3.21,-1.8455380670324928,5.7667,1.45,2.8644,-13.367239196455872,-4.9253,11.48,-9.25,4.99,9.192,-5.73
Depression,2006-08,4.618478741808494,4.468061929898835,4.517807372822389,2.09,-0.6089754323606034,-0.1456,-2.06,1.9253,-1.2106699186767544,0.4347,-3.38,2.03,-1.86,-1.3348,0.44
Depression,2006-09,1.7669562467588211,2.024535694134321,2.3301228762623962,0.6,4.666691382462407,0.9507,0.08,0.9827,0.3820458805176674,-0.9696,-0.96,1.84,0.82,0.6311,-1.46
Depression,2006-10,4.483069914679704,5.391886700274439,6.171102018737184,0.28,-0.6971067288906285,0.4435,-0.31,0.1978,2.5423736007323283,1.9782,-0.2,3.23,-0.12,-0.2983,1.98
Depression,2006-11,2.12109426640623,1.9738471498776482,1.8938926719728615,-0.8,-1.5728373499556358,-0.8997,0.14,-1.5945,3.473617554794628,0.3878,-1.03,1.71,0.15,0.4951,0.71
Depression,2006-12,0.6074913523425932,0.8495408111009132,0.9314965164257675,2.06,-0.6686743278518592,-1.2249,2.73,1.8255,-3.3892977453246265,0.0007,0.79,0.87,-0.72,-0.5587,-0.81
Depression,2007-01,2.2239973259749983,2.5076005475032486,2.912170974421198,0.38,-0.7862346269726816,0.0683,-0.68,0.6262,4.1255035328174205,-0.0989,0.24,1.4,0.25,0.0525,0.07
Depression,2007-02,-0.1662047417424014,0.3831475266999921,1.2684340925633224,-0.71,0.541576369667851,-0.0687,-0.14,-0.9689,1.9033407925494128,1.4242,-1.35,-1.96,-0.51,-0.7332,1.29
Depression,2007-03,1.1081239137593817,1.6282195839131013,1.7832853231084937,-0.65,-0.7419217173228576,-0.2037,-0.97,-1.1827,-1.548162675414233,-0.1752,2.56,0.68,0.64,0.4443,0.2
Depression,2007-04,3.0327067316582483,3.6291092976247845,4.504996444957627,1.03,1.6210322978540417,1.1127,-1.45,0.8508,2.8630203254458975,-1.7361,-0.24,3.49,1.15,0.5382,-2.04
Depression,2007-05,2.976308307827823,3.8705082538131865,4.821082522250907,-1.36,0.4545280073766644,0.1331,-0.65,-2.3062,2.2236948821388047,-0.2466,-0.34,3.24,1.58,0.5284,0.4
Depression,2007-06,-1.4027090197561538,-0.7012365527751082,0.35333191564039834,0.08,2.5114542810566576,-0.5925,-1.05,0.952,0.7169754742386347,0.5408,0.51,-1.96,0.53,1.213,0.74
Depression,2007-07,-4.54357736407931,-2.9790828847896518,-1.312922167170571,-1.13,3.396235868469178,0.0496,-3.71,-2.2506,0.1670866698648687,-3.0422,2.94,-3.73,0.2,1.5445,-2.99
Depression,2007-08,2.486376373731834,3.548383903998962,4.369109044742701,-0.53,1.1777305662284745,0.4943,-1.86,-1.32,-4.371687101643184,-0.816,0.1,0.92,-1.21,0.9285,-0.37
Depression,2007-09,1.9101450941813571,3.1042621261026064,4.16814002419684,-3.02,0.506735418876092,-0.4745,-2.21,-3.2001,-0.567136611156871,-2.4076,4.63,3.22,-0.52,1.6183,-2.44
Depression,2007-10,2.8990823706386597,4.3634057963178075,5.731994527841819,-0.09,-2.177335857215923,0.3453,-2.98,0.4574,-0.8705662414458581,0.3772,5.02,1.8,-0.3,1.2267,-0.08
Depression,2007-11,-3.597680818951447,-2.595758139950159,-1.885498198967854,-0.29,-1.8761589648077728,1.4361,-0.94,0.1771,-5.4756723554596824,-3.0164,0.99,-4.83,1.89,3.5961,-3.02
Depression,2007-12,-0.7486297672222051,0.45331135495204977,1.2427381510266824,-1.05,2.1679415220841047,1.0642,-0.55,-0.6026,-0.6924653710560058,0.6429,6.63,-0.87,0.87,2.3146,0.15
Depression,2008-01,-5.072418215810349,-4.974172775563313,-4.884949466306,2.14,1.2336621085246249,-0.8164,3.97,1.3985,4.9703186674839195,-0.7335,-7.75,-6.36,2.14,-0.335,-0.65
Depression,2008-02,-1.8910307737494723,-1.0783191449457195,-0.35808894931558577,-0.93,2.784685212160709,1.36,-0.84,-1.508,0.2980417213626518,-0.8807,6.1,-3.09,0.88,1.8089,-0.66
Depression,2008-03,1.097357067672803,1.4281826855464788,1.814184196035499,0.5,0.5038216058156131,-0.0305,0.3,-0.3522,-1.527625244190145,0.577,4.27,-0.93,0.79,2.3694,0.56
Depression,2008-04,4.482799825997133,5.273636997166212,6.549774909613129,-2.47,-1.0074172253313862,3.3207,-0.94,-2.3209,4.294090471487899,-0.9301,-0.31,4.6,1.64,-0.8157,-1.2
Depression,2008-05,2.706064487957074,3.445646124642312,4.442266986927382,-0.06,2.121407317581614,0.0573,-1.43,-0.3475,1.9374841747445748,2.5275,3.31,1.86,0.93,-0.3489,3.02
Depression,2008-06,-8.512865701876246,-6.606642439975094,-5.371616692967281,-0.55,2.1589580804125763,1.042,-2.71,-0.1854,-5.335455909226416,1.8781,12.75,-8.44,4.96,6.3701,1.18
Depression,2008-07,4.2534415461291495,4.809069072081501,5.568791307459425,1.08,4.887252281980881,-0.0866,5.42,1.8031,-3.4610267501584246,5.9925,-5.13,-0.77,-1.37,-0.0192,3.72
Depression,2008-08,2.838146635071989,2.09539660593859,1.1582285834984187,0.84,2.995637471715495,2.0556,1.59,0.9417,1.7726078333154094,1.8626,-4.02,1.53,1.86,-0.9233,3.46
Depression,2008-09,-6.051493681846004,-6.1311567406548475,-7.167948255939999,1.78,2.7696144968046177,3.451,5.91,3.1609,-6.707161504863723,0.6623,0.28,-9.24,2.41,1.6471,0.25
Depression,2008-10,-14.62345238203656,-12.423635304984968,-11.496779335079108,2.05,5.115266816634878,6.7419,-2.3,1.0392,-9.933449293582374,-3.4778,7.85,-17.23,3.04,5.8889,-3.34
Depression,2008-11,-6.879703153101928,-4.938690843246433,-5.562116679507493,2.75,-0.2714838773752115,2.2205,-6.31,0.5016,-7.919584880715891,-5.2251,7.17,-7.86,4.53,3.5054,-3.89
Depression,2008-12,5.02065597788639,4.504884064250936,5.130767483554388,-1.49,-2.7367887949033665,-0.7984,0.14,-2.3563,6.51490695563286,3.5804,-5.09,1.74,0.06,-0.6256,3.29
Depression,2009-01,-5.85776994681535,-3.1620443232759032,-1.7313220919965344,-1.17,1.1574720597037125,2.4443,-11.29,-0.9195,-8.671030069116469,-2.9404,-2.18,-8.12,0.18,-0.7397,-2.14
Depression,2009-02,-8.980677230001822,-5.872413320475168,-3.468137198067823,-1.02,8.184603226500764,2.997,-6.95,-1.8632,1.791121929619921,-1.6061,4.41,-10.1,1.19,2.9127,-1.32
Depression,2009-03,16.412798219476695,16.562192544884535,16.46492210225301,-2.25,-0.0966111823593851,0.0621,3.47,-0.4563,4.930089574634411,0.958,-11.87,8.95,-2.52,-3.3319,0.67
Depression,2019-09,8.449926868098226,8.550596544366876,8.624632500487708,3.37,-4.001329417924415,-1.8618,6.75,2.9758,4.465356923006403,1.4364,-6.81,1.43,1.84,1.7112,0.27
Depression,2019-10,-1.5115418811156698,-1.4189273692003355,-1.304417206556525,-0.96,2.5946033890132503,1.9432,-1.91,-0.6405,0.165384954427572,0.823,0.15,2.06,0.44,0.8396,0.26
Depression,2019-11,3.736853177683739,3.8373976053579373,3.940763017173796,-1.24,2.9539830630280317,-0.6352,-2.02,-1.0307,2.5795322657792275,0.0017,-2.66,3.87,-1.59,-1.3054,0.44
Depression,2019-12,5.624217441888753,5.6150400989237585,5.599078495992667,1.24,-3.445893559892499,-0.7662,1.75,1.8016,3.832799349791527,1.3017,-1.77,2.77,0.01,-1.2858,0.97
Depression,2020-01,-6.723217942395224,-6.7039182751466395,-6.713472341253937,-2.32,1.8507252837763664,2.4581,-6.25,-2.3964,-4.234252056596599,-4.7449,5.98,-0.11,-1.17,-0.4568,-4.38
Depression,2020-02,-11.01991835693097,-10.894142792395712,-10.771445350006504,-2.51,3.859617516692459,1.5515,-3.81,-2.2206,-1.3031814730258495,-1.3723,-0.4,-8.13,-1.47,-0.4626,0.04
Depression,2020-03,6.834996897451958,7.027449675399685,6.988381419276809,1.24,16.06458990646289,11.9071,-13.87,2.1202,-19.54733278585865,-8.4075,7.97,-13.39,-1.57,5.8395,-8.28
Depression,2020-04,15.417725345664035,20.47000393446543,25.332642033159903,-1.0,-6.186851292523842,-2.7459,-1.33,-0.1436,23.238283804658423,3.3984,-5.23,13.65,2.72,-1.9135,2.56
Depression,2022-07,6.703151312779045,9.89239382133166,12.941964619229642,-6.83,1.7021973393313017,2.3743,-4.05,-5.596,6.402287789231531,0.2844,-3.95,9.57,0.82,-2.0623,1.82
Depression,2022-08,-3.2539283202171574,-1.3656568376762643,0.42584825877640803,1.29,-3.693354583997732,-3.4257,0.29,2.7022,2.5906477810799577,1.4702,2.04,-3.77,-4.75,-2.6136,1.52
Depression,2022-09,-9.22679033559641,-8.241330677199198,-7.521837903402317,-0.8,3.814908831429986,1.6949,0.05,-0.3029,-3.2141301513915255,-1.7464,3.51,-9.35,-1.51,1.1599,-1.05
Depression,2022-10,10.18308380811281,11.553809344201778,12.738463559798504,6.64,-5.8514600983439085,-0.895,8.01,7.5208,2.2991357610518293,4.8084,3.96,7.83,3.34,5.1531,1.89
Depression,2022-11,6.143753720583191,7.938200570811396,9.235008762225373,3.18,1.0975056915033532,1.3382,1.38,2.1134,2.0307496239018397,-2.3135,-1.98,4.6,6.38,2.5263,-2.74
Depression,2022-12,-4.94311253761828,-4.423068117715282,-4.188477443419039,4.2,0.3282961388790806,-0.4092,1.37,3.9516,-4.271484103377466,0.3653,4.55,-6.41,0.25,-0.4662,-0.15
Depression,2023-01,7.633723199560289,8.415690391890612,9.317614049703044,-4.47,-0.2907408237413311,-2.0987,-4.01,-5.4623,9.011270382919756,4.7247,-16.01,6.65,-2.44,-4.2413,4.41
Depression,2023-02,-3.0272079836994465,-0.9685255284310121,0.7110605214693269,-1.33,4.9489113825012865,1.9794,-0.81,-1.3424,0.032992975268975,-0.1313,0.15,-2.58,1.01,2.9243,0.66
Depression,2023-03,-0.7966898749408321,0.8302004058965021,1.7188923380061998,-2.37,7.328701274387361,6.312,-8.85,-3.2743,-4.078611836837453,-7.7886,-2.47,2.51,2.24,1.1849,-6.94
Depression,2023-04,-0.4183783500165069,0.2328069456054408,0.6080218374783956,2.86,0.5472324191541755,-0.5297,-0.04,3.0871,-1.457921634201098,-1.9674,1.62,0.61,2.42,-1.0976,-2.56
