Date,XOM,JNJ,CVX,KO,IBM,TXN,COP,SYK,FI,CDNS,GD,MMM,EA,VMC,CHD,JBHT,PTC,MGM,TRMB,PNR,IPG,CLF,CHE,GNTX,ARW,MUR,HOG,AVNT,AIN,LEG,MTRN,TDS,LUMN,OMI,NVRI,MSFT,WMT,PG,HD,ORCL,NKE,AMAT,LOW,MDT,TJX,ADI,MU,KLAC,BDX,TGT,NOC,CTAS,EMR,APD,ROST,PAYX,ADM,HPQ,CLX,RPM,CAG,IP,TOL,CASY,BBWI,THC,PVH,GPS,CRUS,KBH,HP,WDFC,CRS,WOR,AGYS,AIR,PLAB,WGO,BBY
1995-12-31,3.297647864,6.35294529,2.488803477,8.068102322,2.118082173,3.87091412,2.140499116,8.134827744,0.99380127,7.701922964,4.635267348,4.8068868,8.882291683,5.800684336,3.904501019,2.390254867,34.2161278,1.865428233,5.929679445,2.719175237,1.412034382,3.050766983,2.634714675,18.40649428,4.496984333,2.369994077,5.085799432,3.025387972,2.429432062,4.730036831,3.694867642,1.405878421,2.113975992,4.440291376,3.430811666,14.07761618,4.79501701,4.330748851,8.989678988,15.07013682,7.84287668,6.110678259,4.539602256,16.66629212,2.330001688,4.91346009,6.684183488,7.52631853,3.952954869,3.047918697,2.537611611,8.606708073,4.713142952,2.377401275,4.960239414,44.2700815,3.401334522,4.613254594,4.764307402,2.96945413,2.928711281,1.980162266,3.591549599,5.251303784,4.889611308,2.037342504,3.172223523,9.718802001,4.168259937,1.899176377,4.380392759,20.02217315,2.450955843,4.518591013,3.641859564,3.272071056,6.341063582,3.978044445,4.83925953
1996-03-31,3.257006649,6.695887315,2.669870363,8.426491422,2.274936464,3.885311207,2.410510692,7.844037242,0.940498196,7.856882468,4.629318205,4.645657468,11.27433397,5.735216697,4.024526608,2.624682365,34.85571845,2.616700526,6.761582083,3.008183468,1.564475282,3.227814378,2.628923115,18.90767011,4.611896496,2.397215787,6.115105497,2.814264261,2.482486163,5.870270605,4.03252487,1.624921838,2.186870762,4.47268753,3.690553693,15.88084088,5.01319148,4.498178982,8.586860239,11.79236771,9.331130301,6.925006597,4.183324568,12.55504931,2.853414478,5.415392545,6.165272636,6.464373179,4.196981,3.189538407,1.432036698,9.217287349,4.384498802,2.39021496,5.503513725,4.380923341,3.590262027,5.074414692,4.167429946,3.054227951,3.367923206,1.637951477,3.248453709,4.931500176,4.88484713,1.589824212,3.184847033,11.86468738,2.944443311,2.003577689,4.997241552,22.07067186,2.440472656,4.419185244,3.588917638,3.350684122,6.571020353,4.296039936,4.903624762
1996-06-30,3.362263164,7.025212047,2.797188374,9.169474728,2.170120648,3.558142469,2.514376898,7.708497443,1.108782631,8.233065867,4.651938925,4.909624847,14.05328536,5.39328711,4.247914474,2.699336599,32.22827965,2.868936309,5.967281985,3.102772488,1.477154283,3.134942734,2.677558664,26.85381836,4.791005312,2.476598853,6.33173388,2.277699079,2.580067643,4.661316464,4.111978013,1.817397602,2.217532264,5.124931482,3.794693211,17.12349639,5.069007455,4.721533896,9.35900654,13.88037485,8.850349162,5.674907961,4.614818352,13.6616965,3.004095621,4.765743667,5.073949309,6.914442682,3.97918579,3.199432023,1.58268574,9.332536427,4.704087955,2.376850252,5.244115113,55.55094354,3.561750307,4.58650924,4.298283422,2.779251503,3.063675779,1.612234651,2.95214238,4.631705862,4.636720619,2.275677753,3.121665016,10.7655278,2.835332674,2.135429289,5.054572428,19.86141301,2.357058913,4.259949955,3.629174736,3.316984298,5.490649053,4.353495065,4.853556048
1996-09-30,3.28070502,7.13557414,2.946482183,10.17480201,2.369840827,3.105160133,2.578724475,8.703911028,1.395400676,9.596517016,4.867603634,4.807842717,14.28795683,5.70909612,4.194728538,2.580191706,29.21732949,6.174712652,5.199166416,3.004842494,1.580708004,3.069952422,1.925079758,36.69986031,4.95745054,2.589410534,5.732804412,2.200316932,2.540831758,4.903169521,4.364438841,1.538943084,2.341127125,5.293475797,3.681360267,17.14125197,4.86043217,4.859867277,7.621810723,18.19134703,10.05627823,5.461418061,4.900588839,17.38171709,3.76467633,5.313155594,5.845654827,7.917159934,4.26612597,3.046207451,1.687220349,9.932169558,4.80276333,2.325628041,5.462114529,55.67015243,3.34104103,4.660795196,4.515374683,2.989899863,2.965365562,1.620170114,3.178860629,4.686218678,4.226024365,2.432565055,3.007331854,8.616778384,2.702604903,2.406028933,5.522244126,19.92088038,2.398838669,4.114512496,3.909910779,3.532134261,5.354651152,4.311669388,3.71884871
1996-12-31,3.625540037,7.092823632,3.257366246,10.04090247,2.413528984,3.105269301,2.612882233,7.29658927,1.705324073,9.303135449,4.187007965,5.644867815,7.830677576,5.793529246,4.514299657,2.414673013,29.36987277,5.022238371,4.138811531,3.238336683,1.46455189,3.168595582,2.046374125,36.59884017,5.131934787,2.772648024,5.944885154,2.180323279,2.633796224,5.405754803,3.554536323,1.243879547,2.191648635,5.589219443,3.934697291,21.79441937,5.325780557,5.19809181,7.722990592,12.72738285,10.35499545,6.479853933,4.390879348,18.10081523,4.986157822,6.671806001,5.58395169,10.5854302,4.416490394,3.208470969,1.776337807,9.314257837,4.954663684,2.202657943,5.664322099,38.2121762,3.519885575,5.394019221,3.632492699,2.361002295,3.191544829,1.601968283,3.111350509,4.832197821,4.655332102,2.137096337,3.656091471,8.687956801,2.058334681,2.62319062,5.572864123,17.70619937,2.32538113,3.522833032,4.085637625,3.385846003,7.533353811,4.536350752,5.315873393
1997-03-31,3.818715581,7.359617744,3.505420615,10.75433095,2.41936534,3.445600262,2.681128908,7.409907088,1.505738412,9.257126167,3.800898912,5.597710124,9.544174417,5.904648099,4.9551768,2.601464331,23.30762305,6.565751185,3.994528938,3.080355217,1.536063553,3.181108686,2.12444099,26.94574075,4.301423105,2.7796103,4.613516266,2.185081875,2.64421282,4.875078638,4.061282217,1.167406688,2.105234122,5.734970171,4.060767709,21.9003168,5.577591222,5.604594511,7.170782349,11.10327215,8.306297336,6.480978244,4.39169248,18.09924442,4.750613851,6.190496826,6.379959085,10.44798183,4.527311415,3.418458712,1.757150745,9.438359166,4.642800767,2.357466353,6.297072452,3.83890458,2.863896799,5.383140406,3.686007183,2.723732744,3.643761323,1.585099593,3.191969895,5.005909361,4.928186272,1.787863671,3.427012213,9.811706303,1.867745193,2.471942383,5.599711367,28.30708997,2.077853861,3.237917716,4.193408133,3.68147848,6.380757653,4.368918484,5.408996504
1997-06-30,4.308723783,8.286155366,3.682456185,11.23964271,2.559452168,3.870108451,2.740997478,9.195472552,1.353427874,9.538924196,4.25191502,6.151425044,13.36778415,6.280390164,4.882057465,2.679150701,21.86986265,6.425337591,5.397084799,3.197091023,1.524673887,3.041312077,1.946788137,25.46757489,4.251061284,2.8918039,5.487692195,2.348574522,2.737731735,5.655489539,3.903737557,0.967957943,2.223908837,5.598448665,4.23995596,28.27441321,6.101565731,6.200207783,8.785210014,13.78533178,7.96850963,8.734687254,4.401375899,21.96959927,5.787901348,6.884979679,5.123352853,9.786658733,4.24780191,3.680400822,1.864328065,11.50130186,5.09630725,2.634660498,6.78480681,3.580103284,3.258413318,6.254276101,4.15226074,2.810100456,3.119279352,1.648091066,3.233535153,5.211005092,5.110353392,2.109279523,3.038159039,10.69853224,1.960673132,2.387785568,6.230604261,23.74005986,2.217468255,3.213213372,4.170619575,3.788547802,4.195068996,4.69858909,5.203661486
1997-09-30,4.226857681,7.60463499,3.913497137,11.31427014,2.737917528,4.724933803,2.815893302,10.79236678,1.245040336,14.47644322,4.578377054,5.885035482,11.97191497,6.897945384,4.369002656,2.757240989,9.982458691,7.647190624,6.315351357,3.559751318,1.834013315,2.954292513,2.338808838,35.74544859,4.171781851,3.007372961,6.305704327,2.303296807,2.808491313,5.418614073,4.266470613,1.042538516,2.677282515,5.710692505,4.514253272,27.49111021,5.197858184,5.471469323,9.092392092,12.8312425,8.40016074,5.882900761,4.500674896,21.80407178,5.635713877,6.62247728,3.674433164,12.1085416,4.203938027,3.526005198,2.159360875,12.08724259,4.8897416,2.731002368,6.608367685,3.851045653,3.128932688,5.298193281,4.576510027,2.900691014,3.178406548,1.754964335,3.04150697,5.224532451,5.128068034,2.214234286,2.918585929,8.161956471,2.302894046,2.461378147,6.672642798,21.90822455,2.311376806,3.014727194,4.057644794,3.720455344,5.046639466,4.157499463,4.258211205
1997-12-31,4.411724161,8.525083664,3.808464899,12.66150252,2.596824536,4.352938748,2.720833553,9.398784907,1.193471455,13.0295469,3.55387737,5.465568063,7.849599456,7.444097181,4.3970717,2.557775476,23.64839937,5.313353031,6.728435085,3.963334869,1.757984916,2.983600856,2.812280699,37.49522922,4.278630652,2.909884548,5.674694122,2.106684686,2.815741091,5.44347148,3.960311876,0.953268602,1.126719396,5.824694515,4.118167571,23.78416121,5.795794183,5.982965836,10.12535457,10.12147941,6.920063069,5.88487992,4.930779156,22.27677918,6.35099492,6.364802189,4.211132628,8.032014167,4.31917836,3.805889112,2.189692288,11.64507048,4.747015612,2.809281211,6.818883973,3.315763762,2.695503479,5.082855818,4.554683525,2.952916056,3.115704601,1.699918588,3.425851369,5.454773678,5.502930388,2.317591445,2.851461218,8.869993558,2.02544019,2.726481879,5.7690267,20.28126352,1.810511145,2.890775463,3.7872764,3.622034987,3.738972685,4.725270264,6.018996289
1998-03-31,4.48656382,9.129983556,3.628810009,14.29542721,2.682668339,5.131909784,2.636918828,11.69162784,1.415201109,19.18038432,3.006848465,5.412235453,12.24082587,7.520743386,4.164617822,2.891078141,12.06349816,2.607069131,6.041476684,4.325335041,2.197671781,3.286127205,2.422910693,31.47009576,4.177363284,2.761134315,6.028041094,2.210892507,2.766149986,5.475742565,4.540194378,0.981043685,1.341684696,5.927268675,4.307438365,29.8604497,6.393031828,6.002549385,9.434681565,7.705597001,7.194094472,6.976685987,4.862275547,21.42578049,6.744068935,7.540752296,3.055445377,8.394108544,5.12158944,4.019177935,2.1642409,10.91336014,5.079946531,2.78948995,7.683813075,4.040345453,2.73690363,5.886030471,4.759022098,2.767390356,3.434540915,1.770716202,3.432870727,5.76055087,6.439083276,1.993061209,2.976857142,10.44329419,2.21373071,2.363307626,5.331541547,27.17540554,2.154964915,2.782144243,3.088958793,3.518581261,4.478344611,4.626065562,7.09932146
1998-06-30,4.380314901,9.72055214,3.566032664,14.65116545,2.767698834,5.293010348,2.493352225,10.46577646,1.304197325,14.29701345,4.339969604,4.997858694,18.88738079,7.394598646,4.277028967,3.111430581,6.499105501,2.342440774,5.603854929,4.366370295,1.984907692,3.334550361,2.283549398,46.03447367,3.912282897,2.710775268,6.682929368,2.38134925,2.587074315,5.618575553,3.74967101,0.828129395,1.557177796,5.349032414,3.736083358,30.72562172,7.162510045,6.167291627,11.40918632,7.788663211,6.479059265,6.561637944,5.072797744,28.20408395,7.350312704,5.236915979,2.854233823,6.396831507,4.376708708,4.03425435,2.099880343,10.15466751,4.791280693,2.667063651,6.839279066,4.424983761,2.550699223,4.926952853,4.224072164,2.786284773,2.79457141,1.87270687,3.413807884,5.446842885,5.285855517,2.116092452,3.01866031,10.45734635,2.280155564,2.516519729,4.46483533,17.32358437,2.160259386,2.28176064,3.101767224,3.298225802,2.948423915,5.05412002,6.966786715
1998-09-30,4.144486664,9.48206752,3.391165603,10.80474496,2.799127138,4.64527158,2.11886641,9.423126043,1.351738233,6.81866882,4.867413815,4.599361265,10.24400203,7.287626129,4.24119484,2.646211846,4.211812886,1.687197391,3.782337774,3.279722595,1.999390773,2.979955544,2.178414512,37.77477749,3.62482812,2.217110651,6.018466244,1.057084502,2.301176109,5.049737123,3.030195253,0.908906157,1.698024943,5.435480457,3.009963178,28.16242374,6.689349458,4.883844869,11.20638519,10.96894403,6.639772927,6.623833784,4.781268508,24.21418067,6.345327773,4.570651315,3.375313394,5.946746547,4.565182172,3.657483284,1.957806465,12.56229985,4.95875813,2.327556933,5.755930621,5.405261875,2.457996398,5.239288884,4.916121282,3.05183751,2.92059926,1.952276453,3.311586753,5.00580601,6.413201785,2.107481118,2.739530043,9.042932796,1.671819458,2.634118247,3.964991389,23.38783235,1.910973128,2.319206115,3.22694067,3.462917484,3.358821182,5.267921914,5.897972164
1998-12-31,3.88074677,7.584082724,3.091424764,11.31462874,3.044085712,6.075194926,1.771465645,2.606188989,1.564194293,9.971733038,4.103627094,4.556427559,9.740521597,8.109855185,4.831680484,2.820100561,5.83906183,1.651409071,2.78290918,3.436424152,2.19577348,2.938524621,2.304425091,51.632076,3.997038583,2.110077895,7.326661954,2.362000085,2.228229199,5.18228377,2.816881041,0.994000423,1.996038799,5.894206717,2.798401395,30.56957072,8.093373006,5.764899226,15.0425768,15.08873727,7.742192914,10.36399886,6.86084707,45.54709877,8.130147461,5.966628586,4.28287687,8.54439014,4.640179215,4.530434248,2.003883732,15.2343991,4.480974301,2.568950098,6.371152144,2.88838406,2.399589737,5.79029028,6.229204214,2.918989518,3.030747119,2.444396432,2.960670675,4.918129273,6.5879205,1.922242823,2.970325902,13.12110926,1.204572567,2.175951779,3.583450829,17.16806961,1.843641299,2.375487399,3.421261833,3.280109597,3.524608684,5.376705832,8.796478784
1999-03-31,4.78476057,8.503133576,2.994062033,10.26185203,3.174736769,7.206299778,1.717290688,2.609588448,1.447102195,9.902260444,4.849216378,4.70229815,10.33786772,3.366946168,5.061183905,2.993830349,7.07864281,1.475879073,3.085781901,3.232351953,2.173082445,2.878296572,2.122112723,36.7120024,3.479122559,1.929893135,7.83093064,1.810619707,2.271573528,5.03778907,2.904720908,1.200678582,2.109872037,5.286341639,2.634484879,37.43331307,8.20296149,6.145853253,12.53108285,8.86962822,8.821343694,8.383005204,5.218836374,44.64650515,7.982505946,9.384773956,3.408830945,9.235372762,4.082239072,4.702031918,1.87808357,10.96111484,4.294770543,2.386363505,6.763138376,4.199640146,2.200446793,5.639021139,5.12856539,2.801878365,3.298550742,1.954200213,2.826429327,4.810983778,7.659658966,1.814765035,3.178641448,14.06361938,-0.92490317,2.266454991,4.031521178,12.30629922,1.629156365,2.679011296,3.740742352,3.454500141,3.040083118,5.921311286,10.16990997
1999-06-30,5.062609348,8.869659594,2.972543826,9.430967868,3.92903141,9.985900853,1.711067407,3.039791437,1.143397204,6.187372343,5.354900236,5.658831737,14.44523294,3.715573554,5.271843825,2.901132292,5.198941951,1.927848366,3.871614508,3.888995946,2.157565037,2.690459792,2.392958275,55.42375338,3.627401411,2.013502027,7.759815553,1.246917671,2.401011413,5.606361286,3.167092482,1.593865169,2.160196259,5.419189663,2.758267941,29.39228051,5.730201381,5.708246551,13.65044806,13.63058467,6.490733338,10.12546918,5.510310999,24.43830311,8.290595289,10.2172568,5.551947189,11.48725038,3.647334326,6.10774139,1.932463386,9.869480031,4.517947848,2.461000127,6.946018448,4.066691657,2.08286565,6.88319306,4.853068841,2.217942846,2.969828282,2.009387644,2.857746478,4.976641026,6.481607301,1.999056925,3.254618364,12.50244765,-1.695951878,2.16273158,4.270919625,10.345754,1.589647553,2.912934768,3.758146712,3.649722651,3.464142696,6.518684541,11.59544542
1999-09-30,5.105050462,9.325046257,2.730847513,7.603751897,3.715695748,9.453361827,1.774111694,2.831004089,1.255421339,5.247417246,3.457420095,5.828336117,13.35735719,3.423245669,5.601225799,2.661939521,5.064870756,1.69988589,3.644923781,2.166414388,2.14675418,2.334750415,2.338893508,36.44199225,3.388480732,2.298074258,7.112910519,1.96932843,1.650399712,4.467233624,2.8985557,2.057003687,2.271941397,4.993317199,2.597695318,35.65252645,6.14486282,5.175901675,16.90191446,22.96757064,6.458785719,11.16935811,5.665748387,21.89743472,7.229135865,11.44652464,5.073045157,11.26636252,3.260530518,4.218775326,1.87092034,9.189844522,4.558640803,2.010572129,5.991186333,5.080454199,1.92932165,5.149360915,4.146157799,2.217609229,2.95335506,2.042563013,2.800800598,4.709359994,6.446868445,2.13724514,3.19983331,8.999117397,-0.807562548,2.421607995,4.637664079,11.76304575,1.486091104,3.027348315,3.672623896,3.279781779,2.587097467,6.677557924,6.632276836
1999-12-31,4.333880853,8.548188548,2.98640518,8.855926331,3.359592519,10.43417845,2.111973503,3.742616137,1.335767151,8.425710884,3.534474733,6.003546472,13.07129178,3.677318724,5.068293287,2.839144102,11.14067249,2.637814619,6.046167825,2.411863499,2.276405521,2.350392774,2.29021548,62.28572929,3.630767959,2.548702718,8.742179104,1.921956195,1.67518385,4.631578075,2.745068805,3.044987031,2.479294377,4.763548324,2.680537519,35.54789315,6.610292917,5.701083598,20.08275387,38.31242689,4.893241355,15.88846507,5.163422905,27.88543533,6.519152547,15.81831475,7.518540959,16.8844258,3.206730303,4.403332935,1.913088947,8.416638634,4.368385415,1.987269467,5.532442974,4.892604659,1.92111134,7.093652236,4.913578523,2.14889118,2.851217219,2.206400705,2.781723703,4.228899365,6.110167991,2.085323798,3.109949239,11.4192221,0.264900039,2.402697345,4.163521843,9.240889516,1.474603156,2.69463518,3.664330474,3.583178708,3.769838271,6.548787594,8.372471202
2000-03-31,4.482246868,7.17759653,3.304403533,6.810173775,3.678813461,14.42253534,2.404010646,3.967044447,1.141542484,7.77205863,3.421224281,5.473711972,14.08207536,3.84646585,4.054826391,2.82817327,9.004609289,1.969607773,6.769805336,2.484487447,2.233184987,2.06817502,2.294885731,57.60057817,3.806161,2.884051088,10.17774801,1.869443884,1.757240049,4.225851227,3.116580531,2.784015692,2.148168244,5.156436031,2.683562074,32.12985533,6.624256433,3.946452039,15.06716628,20.6737647,5.60060632,21.62071575,4.882880744,34.93049766,6.110926163,22.86299151,12.31930626,21.24219627,3.184939312,4.568412622,1.94492736,11.37263957,3.625392811,1.946424708,5.925974264,5.265676278,1.960734503,8.229237578,3.606704546,2.002399657,3.252943903,1.981414512,2.878207416,4.61642857,11.91395379,1.995579669,3.160377678,9.672611562,2.476152075,2.303587052,5.030486619,10.64356217,1.356159705,2.773733096,3.761055475,3.131021079,3.880257604,5.894593943,9.563580077
2000-06-30,4.638860995,9.592531505,3.523569409,7.609341188,3.463723039,11.80208973,1.978383157,4.690000975,1.317951239,6.863626068,3.629180722,4.840004245,23.5898845,3.769711448,4.202121044,2.934953486,4.416293145,0.572146025,11.1189415,2.415926412,1.99762526,2.234324554,2.229580185,43.29615854,3.442372084,3.140062745,9.772062841,1.72015258,1.851812565,3.796274551,3.047500283,1.771629583,1.940724823,5.537903103,1.804516075,25.61069243,6.734258971,4.077894484,15.25892574,40.4334556,5.208436359,14.70860227,4.646941672,36.00310832,5.735897968,18.03272787,12.43727557,15.65655688,3.422016328,4.25126244,2.19971761,11.42987767,3.769229431,1.965510757,5.329406512,6.480389608,1.914312662,6.385725538,4.417903526,2.020918846,2.375577438,1.275907687,2.743174046,4.561746498,7.742925609,2.45956886,3.003509346,8.443451266,2.707103277,2.355825364,5.800091267,9.654943784,1.394579445,2.74346387,3.671313743,2.90113967,2.689562441,5.647702162,9.35840994
2000-09-30,5.019447122,9.115519604,3.724023799,7.837070532,3.510792177,10.50180794,2.222808406,4.936682184,1.596044395,8.570788032,3.965024592,5.153285701,21.05872527,3.76595075,4.489835376,2.972786585,4.171547113,0.873107081,1.621227134,2.286532819,1.940975517,2.334207499,2.43494219,43.48423597,3.491493907,3.34641199,11.8937652,0.903066042,1.837574487,3.794652383,3.425329858,1.775371524,1.308170387,5.296485415,1.905178029,19.89933673,5.724191972,4.392992315,12.40475918,25.44557619,6.086666522,9.9566411,4.50452055,34.30664001,6.052219357,8.501568548,7.746284938,10.92803355,3.349251559,3.602400517,2.330476003,13.11587788,4.148169834,2.349677742,5.020335108,7.948460266,1.925191802,5.423762624,4.462045678,2.023938607,2.506931591,1.389260889,2.995265318,4.714658479,7.354614837,2.78289301,3.121990525,5.450226196,4.563678612,2.493875816,5.492334225,10.31417362,1.546227965,2.88591937,3.57831916,2.63585284,2.705134158,5.461989285,5.140640153
2000-12-31,4.998467707,9.40645586,2.943544238,9.856894388,2.990547803,11.8224215,2.460570593,5.980543412,1.53918517,8.362947412,4.756311613,6.285703485,13.1449224,3.564179259,5.181933737,2.715986916,5.589521591,0.806139424,1.834955913,2.264630501,1.817525023,2.029788231,2.521506086,34.76972488,3.08107851,3.074790122,9.865182423,0.984908944,1.810636034,4.086161783,3.122716006,1.561057931,1.498006313,5.55762294,2.0326316,14.33664586,6.680029709,4.526655345,13.43007692,18.7846742,5.660210431,10.43824792,4.72696415,37.80736159,7.891643233,8.005925517,10.9503312,9.193251193,3.844703821,4.310366408,2.173271684,10.26191759,4.473400527,2.483080273,6.27178284,5.867590286,2.183966471,4.950880898,3.837644095,1.987415839,2.451890899,1.558389191,3.01307164,4.775464631,7.28939421,2.97450556,3.568484566,7.14932896,6.351788525,2.406584768,6.182660653,8.028397582,1.661691575,2.798629652,3.470509982,2.764389489,3.704063674,6.050068644,5.645576719
2001-03-31,4.875718216,9.063386148,4.900908842,7.470854965,3.377630034,9.834076138,2.552696705,6.344075113,1.536734257,6.878936751,3.808061584,5.152872093,15.45782888,3.429388071,5.015952223,2.876359787,3.534021393,0.90360038,1.508653422,2.234916409,1.972449997,1.742480485,2.597080893,30.10471999,3.455273584,3.345739276,8.103753639,1.224588896,1.981810424,3.986799902,3.325079795,1.50856765,1.343412254,5.56457224,2.104881224,17.29847814,6.373471928,4.117645549,11.27858579,13.66024137,6.170110631,12.77051774,4.46739166,24.12290031,6.926701336,7.327099569,10.75955455,10.57734132,3.97895865,4.324726353,2.016446428,12.34833131,3.960765394,2.40963559,5.870366407,5.252861743,2.330914561,4.320845624,3.899366398,1.978990091,2.567123092,1.571821892,3.02013525,4.706756096,7.469794137,2.759932675,3.63125213,6.151465521,6.05520056,2.434505464,7.00427806,3.536485909,1.594970426,2.784600302,3.930192147,3.001717107,3.491955054,5.754425565,6.480818426
2001-06-30,5.130575244,9.424681182,5.35955697,7.572401974,3.723724956,10.22302822,2.71221032,6.833291785,2.240986392,5.934804914,3.947097574,5.170144266,21.97020569,3.609219408,3.588725682,3.004725394,5.641512584,1.062140666,1.6974981,2.426370896,1.558753967,1.442372388,2.702476596,48.66616733,3.62623696,3.609538616,10.12817069,2.308927293,2.078096745,4.228971467,3.147715641,1.818645087,1.407010995,5.764340394,2.164784287,21.80380744,6.585867211,4.131874756,12.04614148,10.97483472,6.249521045,12.41319171,5.141948773,26.62340493,6.828130147,7.305170838,11.66151601,8.942332626,4.09500529,4.196678372,1.31923343,12.84581684,3.997394903,2.698344395,6.153650018,5.583591571,2.438435276,4.12114076,4.377331866,2.053371472,2.549493104,1.57064847,3.089237355,4.756624687,7.045060606,3.005059167,3.563227376,5.803987457,8.932586737,2.550818776,5.297068341,3.833770794,1.758487505,3.049648193,3.785151662,2.797306768,2.936868261,6.136687503,5.960556034
