Year_Month,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM,ME,IA,ROE,EG,CRD,LIQ
2012-12,1.18,1.89,3.51,-1.85,0.91,0.01,-2.86,2.4277,-0.8369,-1.9895,-2.6235,-1.689200663530932,2.419422874961219
2013-01,5.57,0.48,0.96,-1.93,1.41,0.0,-1.79,0.1975,1.5622,-2.0267,-1.6667,-3.877516533021752,0.0165095274255344
2013-02,1.29,-0.25,0.11,-0.67,0.52,0.0,1.29,-0.621,0.7303,0.0662,0.438,-0.8735951667777409,-0.4591501691767141
2013-03,4.03,0.85,-0.19,0.14,1.38,0.0,1.92,1.0729,1.292,0.5017,-1.1605,-1.6041375894803145,0.3767085646648072
2013-04,1.55,-2.25,0.45,0.27,0.37,0.0,0.22,-2.8649,0.1008,-1.049,-0.2802,-2.116591885088926,2.2042017000334813
2013-05,2.8,2.06,2.63,-1.97,-0.87,0.0,-2.02,3.5114,-1.6629,-0.4309,-1.411,3.723001641492263,3.4617015871616807
2013-06,-1.2,1.57,0.03,-0.38,0.0,0.0,0.52,0.7559,0.7117,-0.1152,0.5336,-0.901261710261514,-3.4826045205325062
2013-07,5.65,1.81,0.57,-1.35,0.51,0.0,1.76,2.096,0.6492,-0.4789,-1.1004,0.3935045276849624,-0.5263839349977428
2013-08,-2.71,-0.06,-2.69,0.66,-2.16,0.0,0.02,-0.2103,-1.7886,0.5747,0.1682,2.686657738273168,1.490669750266016
2013-09,3.77,2.63,-1.22,-0.58,-1.36,0.0,3.06,2.4501,-0.7386,-0.9744,-1.0177,1.0683540042706774,0.5130959229326715
2013-10,4.18,-1.48,1.25,2.78,0.87,0.0,0.08,-1.6177,1.1612,1.337,0.7823,-0.9690443807809146,-0.8535882312605381
2013-11,3.13,1.41,0.32,0.14,0.04,0.0,0.44,1.9293,0.0148,1.5473,1.2051,2.046608854227072,-1.3545048556799275
2013-12,2.81,-0.45,-0.02,-0.46,0.09,0.0,0.02,-0.4381,0.7392,-0.1739,-1.7385,-1.65988433346983,1.180378507657753
2014-01,-3.32,0.58,-2.07,-3.88,-1.42,0.0,1.71,0.3303,-0.2918,-2.3112,0.3524,-0.7548237129793245,4.384571704060258
2014-02,4.65,0.14,-0.31,-0.23,-0.45,0.0,2.07,-0.3064,-0.6297,-1.4762,-0.0127,1.8330052292456989,3.6660443442292134
2014-03,0.43,-1.09,4.93,2.13,1.92,0.0,-3.29,-0.1623,2.7038,1.7701,1.5414,-0.4556502643202953,-0.9335185234682908
2014-04,-0.19,-4.12,1.17,3.48,1.02,0.0,-3.89,-4.6866,0.8015,1.0756,0.6944,-2.7577599344360215,-1.2442643627830652
2014-05,2.06,-1.89,-0.13,0.05,-1.0,0.0,0.87,-2.0366,-0.9378,-0.6562,0.5021,-1.046166377023161,0.8060095993946748
2014-06,2.61,3.11,-0.7,-1.89,-2.0,0.0,0.69,2.2426,-2.6584,-2.5842,0.2611,-1.247284864698861,1.5563528780669245
2014-07,-2.04,-4.29,0.03,0.89,0.52,0.0,-0.12,-3.5626,0.7158,1.1954,1.2336,1.456447189666421,0.0151635522683157
2014-08,4.24,0.31,-0.45,-0.64,-0.7,0.0,0.82,0.4495,-0.9247,0.1376,0.233,-0.2248995635334982,2.127695818203912
2014-09,-1.97,-3.72,-1.34,1.3,-0.51,0.0,0.5,-3.1026,-0.3101,3.0633,2.1813,3.357294058054938,-2.489517315254164
2014-10,2.52,3.73,-1.81,-0.57,-0.11,0.0,-0.06,3.6151,0.5283,1.6899,-0.1556,2.8379330009757453,-5.704300930221439
2014-11,2.55,-2.28,-3.09,1.5,0.27,0.0,0.69,-1.9772,0.3424,2.5253,0.4493,3.7064884116492,1.2880959658987834
2014-12,-0.06,2.86,2.27,-1.22,0.96,0.0,1.12,2.7694,0.4723,-0.6556,0.2993,0.9023527741374826,-2.4975487274247476
2015-01,-3.11,-0.92,-3.58,1.61,-1.65,0.0,3.84,-1.5792,-1.0729,-0.3707,1.4078,3.069967773668303,0.0317907267895378
2015-02,6.13,0.32,-1.86,-1.12,-1.82,0.0,-2.82,0.816,-1.3938,0.0837,-0.9756,3.109412815950807,3.368302318987615
2015-03,-1.12,3.07,-0.37,0.09,-0.52,0.0,2.74,2.8163,-0.2615,0.8338,-0.0421,4.413408904064142,-2.0479611792829644
2015-04,0.59,-3.09,1.82,0.06,-0.61,0.0,-7.27,-3.7918,-0.8011,-2.1972,-0.2287,-3.823195028475901,3.3606038826468954
2015-05,1.36,0.83,-1.14,-1.79,-0.74,0.0,5.82,1.735,-0.612,1.4466,0.2946,4.275301448929625,-0.6640406288843326
2015-06,-1.53,2.9,-0.79,0.44,-1.58,0.0,3.01,2.8606,-2.4461,1.2477,-0.7174,4.170292946752263,-1.4973780471771891
2015-07,1.54,-4.55,-4.13,0.3,-2.41,0.0,9.98,-4.0748,-2.7296,4.3509,2.583,4.675665034943877,-4.285348520693121
2015-08,-6.04,0.25,2.77,0.68,1.19,0.0,-2.09,0.5006,1.1632,0.7598,0.2619,-3.1707350571423043,0.4328305780020969
2015-09,-3.07,-2.79,0.56,1.77,-0.58,0.0,5.22,-3.3796,0.3072,4.2729,3.4773,3.1450836372642677,-7.297821496482437
2015-10,7.75,-2.07,-0.46,0.88,0.52,0.0,-3.28,-2.7651,0.6524,-2.314,1.0362,0.159461978826747,-0.878052172013144
2015-11,0.56,3.31,-0.42,-2.75,-0.99,0.0,2.28,3.4655,-0.5479,-1.7097,0.4651,1.793452887636593,-0.2579853839558721
2015-12,-2.17,-2.99,-2.61,0.5,-0.02,0.01,3.36,-2.0946,0.328,2.9435,3.3336,0.4987024743205115,-2.2642622832800163
2016-01,-5.77,-3.47,2.09,2.82,3.08,0.01,1.44,-2.8171,2.7736,5.3293,4.7834,3.105411318813034,-4.672863545189021
2016-02,-0.07,0.88,-0.57,3.25,2.02,0.02,-4.38,0.4861,1.7188,2.0303,-0.1345,-0.8857646404494712,3.5302948619017727
2016-03,6.96,1.07,1.19,0.77,-0.08,0.02,-5.01,1.0386,-0.7057,-2.1273,-2.7531,-5.927953843446354,4.464578352052873
2016-04,0.91,1.23,3.28,-2.97,1.9,0.01,-6.02,0.1069,1.2916,-7.2338,-5.236,-5.5384113780729605,2.79471495129191
2016-05,1.78,-0.61,-1.66,-1.09,-2.48,0.01,1.42,-0.501,-2.2596,0.9368,2.2551,3.067503986779218,-2.5162182800221533
2016-06,-0.05,0.45,-1.48,1.4,1.94,0.02,4.13,-0.3369,0.4911,0.273,-0.8264,-2.8617735052972604,-2.4020664229290167
2016-07,3.95,2.48,-1.32,1.26,-1.18,0.02,-3.34,2.3302,-2.1903,-0.5211,2.2562,0.6794689137420207,5.051852385589184
2016-08,0.49,1.68,3.18,-1.85,-0.34,0.02,-3.49,0.9735,-0.2318,-2.3925,-0.3905,1.1348209938167209,0.2625129456340636
2016-09,0.25,1.85,-1.24,-2.21,0.03,0.02,0.19,1.0162,0.2096,-3.078,-0.9288,-3.213995095757549,0.8354950925704152
2016-10,-2.02,-4.02,4.09,0.93,0.28,0.02,0.59,-3.4301,0.869,3.0152,2.029,-1.7280762288864882,-1.7817991390682075
2016-11,4.86,7.07,8.21,-0.18,3.7,0.01,-4.62,6.5782,2.978,-0.971,-2.5338,-0.3480069477760583,3.0223057079978632
2016-12,1.82,0.41,3.53,1.22,-0.23,0.03,-0.26,0.6324,-0.2455,1.5371,0.8248,-0.8448833695341662,-2.038303997206792
2017-01,1.94,-1.46,-2.75,-0.49,-0.99,0.04,-0.93,-1.8672,-2.0241,-1.3102,0.6337,-1.4062758566547595,0.8289894506973816
2017-02,3.57,-2.22,-1.67,0.47,-1.83,0.04,-1.65,-1.6698,-2.2401,2.0078,2.4684,2.709580972145531,-1.4848477983468331
2017-03,0.17,0.74,-3.35,0.61,-0.94,0.03,-1.02,1.2536,-1.2934,1.9001,1.2334,1.0765571388801964,-0.7155993170037345
2017-04,1.09,0.48,-2.13,1.9,-1.6,0.05,0.48,0.6004,-1.5686,1.0154,1.6603,0.9593115765758276,-1.818996346705859
2017-05,1.06,-3.06,-3.78,0.95,-1.79,0.06,1.48,-2.572,-1.559,1.3157,2.6916,1.5528985060290434,-2.1276641043226463
2017-06,0.78,2.58,1.48,-2.22,0.0,0.06,-0.09,3.0521,-0.5345,-1.3137,-1.8834,1.2177956450249772,1.6804067324464045
2017-07,1.87,-1.69,-0.31,-0.64,-0.2,0.07,1.68,-1.1238,-0.4273,1.5286,1.0232,-2.444058941246574,-0.026577058839039
2017-08,0.16,-1.82,-2.09,0.14,-2.38,0.09,3.26,-1.456,-2.8801,0.3901,1.5301,0.8078268236089814,-1.711882281192123
2017-09,2.51,4.78,3.14,-1.47,1.69,0.09,-1.32,4.9094,3.1398,0.4385,-1.7837,1.5306873894594064,2.2555731953046942
2017-10,2.25,-1.94,0.2,0.93,-3.25,0.09,4.27,-1.3341,-3.3035,1.3832,2.8967,2.185440186820631,-2.485879654228451
2017-11,3.12,-0.33,-0.03,3.16,-0.05,0.08,-0.87,0.2127,-0.4945,1.8841,1.165,3.272055414987518,1.9374339111594585
2017-12,1.06,-1.07,0.06,0.74,1.69,0.09,-1.54,-0.9107,1.7408,0.3386,-1.0643,0.4054477808437706,5.735375728660563
2018-01,5.57,-3.18,-1.29,-0.76,-0.96,0.12,4.05,-2.7667,-1.2905,-1.2835,2.5698,2.5510201013148492,-0.3279409218197582
2018-02,-3.65,0.32,-1.04,0.52,-2.37,0.11,3.58,0.183,-1.6974,-0.7709,4.466,2.621908550905272,-2.085056728653767
2018-03,-2.35,3.59,-0.21,-0.46,0.01,0.11,-1.13,2.8019,-0.1097,0.1504,0.463,0.3422405922591798,-0.8692039927240658
2018-04,0.28,0.93,0.54,-2.42,1.3,0.14,0.36,0.2757,1.586,-0.0324,-0.8221,-2.221203412456607,0.4548805289042112
2018-05,2.65,4.73,-3.2,-2.04,-1.5,0.14,3.89,4.9641,-0.9636,-1.7547,2.3324,3.9233312490832177,2.3346745401595648
2018-06,0.48,0.8,-2.34,0.79,0.24,0.14,-2.35,0.6134,-0.3929,1.4065,0.0872,1.176351097994699,1.795420264185621
2018-07,3.19,-1.93,0.47,1.56,0.35,0.16,-1.41,-1.3017,0.4681,1.9791,1.4064,0.6807942739050832,-2.3483534476568924
2018-08,3.44,0.64,-3.94,-0.31,-2.7,0.16,5.29,1.5016,-2.4129,0.3628,4.167,5.211877281009136,0.6736464969981704
2018-09,0.06,-2.48,-1.7,0.63,1.29,0.15,0.04,-3.1009,1.45,0.7193,0.9718,-1.5954645376576315,-0.393585388127915
2018-10,-7.68,-4.46,3.4,0.94,3.59,0.19,-1.99,-4.7513,4.1724,1.2653,-0.7543,-2.770986174749035,-4.247503065195668
2018-11,1.69,-0.77,0.3,-0.55,0.39,0.18,-1.37,-0.7807,-0.9826,0.6932,2.7784,-0.9712125419811036,-2.5244672440902893
2018-12,-9.57,-2.88,-1.84,-0.02,0.21,0.2,2.11,-3.0346,-0.8421,1.2754,2.4925,1.7499923493396352,-5.239448638481015
2019-01,8.4,3.03,-0.46,-0.8,-1.51,0.21,-8.68,2.0507,-0.9971,-3.9593,-7.1445,-1.9652823157236152,3.340758882717365
2019-02,3.4,1.74,-2.67,0.12,-1.59,0.18,0.86,1.1925,-2.5881,0.527,1.3807,4.539507655061525,0.8221468674702637
2019-03,1.1,-3.51,-4.17,0.9,-0.95,0.19,2.21,-3.4388,-0.4832,0.0942,0.6648,1.1652716807979413,-0.1679286130753077
2019-04,3.97,-1.17,2.15,1.61,-2.22,0.21,-2.97,-0.2524,-2.4268,1.8378,1.0612,3.09289754408395,-1.2777186739994506
2019-05,-6.94,-1.59,-2.37,-0.46,1.77,0.21,7.56,-1.9174,1.5221,0.6472,0.171,2.0844908865896628,-9.027856797523835
2019-06,6.93,0.37,-0.71,0.9,-0.44,0.18,-2.3,-0.43,-0.2681,-0.1339,-0.4102,1.5119563544770287,1.9017590597837144
2019-07,1.19,-1.78,0.48,-0.08,0.36,0.19,2.89,-1.6351,0.1745,0.4834,1.3001,1.9057686857290037,-0.5569422941928304
2019-08,-2.58,-3.24,-4.78,0.56,-0.68,0.16,6.92,-4.209,-1.0153,1.8765,1.5138,4.751451595718459,-6.4521416619435445
2019-09,1.43,0.27,6.75,1.84,3.37,0.18,-6.81,1.4364,2.9758,1.7112,-1.8618,-4.001329417924415,4.465356923006403
2019-10,2.06,0.26,-1.91,0.44,-0.96,0.16,0.15,0.823,-0.6405,0.8396,1.9432,2.5946033890132503,0.165384954427572
2019-11,3.87,0.44,-2.02,-1.59,-1.24,0.12,-2.66,0.0017,-1.0307,-1.3054,-0.6352,2.9539830630280317,2.5795322657792275
2019-12,2.77,0.97,1.75,0.01,1.24,0.14,-1.77,1.3017,1.8016,-1.2858,-0.7662,-3.445893559892499,3.832799349791527
2020-01,-0.11,-4.38,-6.25,-1.17,-2.32,0.13,5.98,-4.7449,-2.3964,-0.4568,2.4581,1.8507252837763664,-4.234252056596599
2020-02,-8.13,0.04,-3.81,-1.47,-2.51,0.12,-0.4,-1.3723,-2.2206,-0.4626,1.5515,3.859617516692459,-1.3031814730258495
2020-03,-13.39,-8.28,-13.87,-1.57,1.24,0.13,7.97,-8.4075,2.1202,5.8395,11.9071,16.06458990646289,-19.54733278585865
2020-04,13.65,2.56,-1.33,2.72,-1.0,0.0,-5.23,3.3984,-0.1436,-1.9135,-2.7459,-6.186851292523842,23.238283804658423
2020-05,5.58,1.97,-4.88,0.95,-3.26,0.01,0.43,2.4777,-3.7099,-0.6115,0.7014,4.399044598960411,7.361826909216718
2020-06,2.46,1.96,-2.2,0.09,0.54,0.01,-0.73,2.2921,0.2574,1.1653,1.6956,-2.1509528943174705,7.125224668859742
2020-07,5.77,-3.2,-1.41,0.41,1.02,0.01,7.61,-1.2545,-1.3813,3.3555,1.3992,5.185735489036691,2.5673573475173184
2020-08,7.63,-0.89,-2.97,4.28,-1.19,0.01,0.55,-2.0267,-2.9853,-0.7089,-1.6697,-2.7043358160594777,5.908700363428787
2020-09,-3.63,0.01,-2.71,-1.36,-1.85,0.01,3.12,0.592,-2.5136,1.1375,0.8072,5.768990110840244,0.1776507867683907
2020-10,-2.1,4.64,4.25,-0.83,-0.78,0.01,-3.05,2.6025,-0.4067,-2.6512,0.0726,-2.722840725534237,-0.925576940413686
2020-11,12.47,7.11,2.09,-2.2,1.4,0.01,-12.43,4.1354,3.1876,-14.3089,-9.8294,-12.610492133629748,16.67780012715987
2020-12,4.63,4.79,-1.51,-1.96,-0.12,0.01,-2.32,4.2013,-2.7157,-4.1575,-1.0062,-2.2608547680072033,4.657713834563237
2021-01,-0.03,6.94,3.01,-3.78,4.94,0.01,4.5,8.2266,6.4987,-1.9992,-7.1561,-1.951645048526407,15.015732131286374
2021-02,2.78,4.54,7.15,0.39,-1.94,0.0,-7.89,4.3707,-0.6657,-6.1829,-5.6844,-8.288464352362412,9.41182698898091
2021-03,3.08,-0.88,7.39,6.36,3.42,0.0,-6.14,-0.6519,4.6803,4.4253,-1.4957,-4.558307390245053,0.6462577675447445
2021-04,4.93,-3.16,-0.95,2.44,-2.7,0.0,1.16,-3.0234,-3.3593,2.2228,2.1599,2.4620735924094195,-0.6020289122010247
2021-05,0.29,1.22,7.09,2.45,3.04,0.0,0.88,1.5281,4.4315,2.5653,-1.5652,-5.349119575646544,2.7339751887156094
2021-06,2.75,-0.34,-7.87,-2.14,-0.94,0.0,2.2,-0.1273,-2.5541,-1.2674,3.6784,4.067020116194464,4.02761822672697
2021-07,1.27,-4.61,-1.78,5.46,-0.52,0.0,-2.28,-3.0131,-1.5395,7.473,5.3209,6.270420991069892,-7.024098978826343
2021-08,2.91,-0.68,-0.15,-0.28,-1.79,0.0,2.45,-0.7712,-2.054,1.2468,2.3736,1.808448720353395,0.9826981998472428
2021-09,-4.37,1.12,5.08,-1.96,2.1,0.0,1.49,0.7796,3.2832,-1.7584,-4.6872,-4.428056713456741,3.749633690570065
2021-10,6.65,-2.7,-0.49,1.66,-1.45,0.0,3.19,-1.9889,-2.2802,3.3116,3.3914,4.545933721781359,-0.3345310689153224
2021-11,-1.55,-1.77,-0.45,7.2,1.73,0.0,0.88,-0.6214,-0.3591,8.3907,4.796,3.350531174189042,0.2750578619560295
2021-12,3.1,-0.8,3.26,4.91,4.4,0.01,-2.6,-0.5947,5.2655,3.7494,1.2502,-1.7553716285167664,-3.8135955899940233
2022-01,-6.25,-4.06,12.75,0.84,7.72,0.0,-2.6,-3.734,10.3845,0.7958,-3.3889,-9.097125798541516,-2.1399397975201073
2022-02,-2.29,2.92,3.08,-2.09,3.12,0.0,1.76,3.1876,3.6933,-2.3836,-4.2422,-4.105003916048455,5.138075038187173
2022-03,3.05,-2.17,-1.81,-1.53,3.14,0.01,3.01,-1.8472,3.2339,-0.112,-1.4303,-2.903085798806271,1.38533502799858
2022-04,-9.46,-0.39,6.17,3.52,5.89,0.01,4.87,0.8844,6.0285,4.6841,0.0161,-2.5204759747530225,-1.5326460995891522
2022-05,-0.34,-0.06,8.39,1.56,3.97,0.03,2.43,0.807,5.733,1.064,1.2622,-0.2906954902137437,-0.3237487248073489
2022-06,-8.43,1.3,-5.97,1.81,-4.69,0.06,0.75,0.6968,-5.6119,1.0063,1.4046,8.042156412039404,-9.853175655129595
2022-07,9.57,1.82,-4.05,0.82,-6.83,0.08,-3.95,0.2844,-5.596,-2.0623,2.3743,1.7021973393313017,6.402287789231531
2022-08,-3.77,1.52,0.29,-4.75,1.29,0.19,2.04,1.4702,2.7022,-2.6136,-3.4257,-3.693354583997732,2.5906477810799577
2022-09,-9.35,-1.05,0.05,-1.51,-0.8,0.19,3.51,-1.7464,-0.3029,1.1599,1.6949,3.814908831429986,-3.2141301513915255
2022-10,7.83,1.89,8.01,3.34,6.64,0.23,3.96,4.8084,7.5208,5.1531,-0.895,-5.8514600983439085,2.2991357610518293
2022-11,4.6,-2.74,1.38,6.38,3.18,0.29,-1.98,-2.3135,2.1134,2.5263,1.3382,1.0975056915033532,2.0307496239018397
2022-12,-6.41,-0.15,1.37,0.25,4.2,0.33,4.55,0.3653,3.9516,-0.4662,-0.4092,0.3282961388790806,-4.271484103377466
2023-01,6.65,4.41,-4.01,-2.44,-4.47,0.35,-16.01,4.7247,-5.4623,-4.2413,-2.0987,-0.2907408237413311,9.011270382919756
2023-02,-2.58,0.66,-0.81,1.01,-1.33,0.34,0.15,-0.1313,-1.3424,2.9243,1.9794,4.9489113825012865,0.032992975268975
2023-03,2.51,-6.94,-8.85,2.24,-2.37,0.36,-2.47,-7.7886,-3.2743,1.1849,6.312,7.328701274387361,-4.078611836837453
2023-04,0.61,-2.56,-0.04,2.42,2.86,0.35,1.62,-1.9674,3.0871,-1.0976,-0.5297,0.5472324191541755,-1.457921634201098
2023-05,0.35,-0.38,-7.72,-1.81,-7.22,0.36,-0.63,-1.7025,-6.9667,-1.1789,1.7062,5.1519145361490715,-1.8303466613505792
2023-06,6.46,1.34,-0.26,2.18,-1.62,0.4,-2.37,2.6905,-1.4515,4.2909,0.2824,-1.804451519425665,5.313059737122328
2023-07,3.21,2.86,4.11,-0.57,0.57,0.45,-3.98,1.4887,-0.5918,-0.6995,-1.0095,-1.377562172903235,3.4607698708253753
2023-08,-2.39,-3.65,-1.06,3.43,-2.37,0.45,3.77,-2.3035,-0.8323,5.1629,5.0538,3.701069126603529,-3.414224895711515
2023-09,-5.24,-1.8,1.52,1.86,-0.83,0.43,0.26,-0.1586,-0.5022,3.3765,3.0499,0.9355753544078472,-0.1569036013944535
2023-10,-3.19,-4.04,0.19,2.46,-0.66,0.47,1.73,-2.6272,-0.3951,5.771,4.6495,1.3323590548317998,-4.991168852676797
2023-11,8.84,-0.12,1.64,-3.91,-1.0,0.44,2.75,-0.7873,-2.2334,-3.8269,-3.2768,1.2266915475463325,2.4733164360813964
2023-12,4.85,7.32,4.94,-3.07,1.32,0.43,-5.56,5.4177,0.4286,-3.6554,-4.2574,-0.1549589799065498,4.867058786899037
