Year,Month,Year_Month,RF_HXZ,Mkt-RF_HXZ,ME_HXZ,IA_HXZ,ROE_HXZ,EG_HXZ
2004,5,2004-05,0.0603,1.1743,-0.3819,0.551,1.068,-0.2178
2004,6,2004-06,0.0817,1.8607,2.2399,-0.2618,0.5621,0.6322
2004,7,2004-07,0.0919,-4.0402,-3.3502,-0.9772,2.4066,3.0646
2004,8,2004-08,0.1116,0.0745,-1.5163,-1.1997,-1.2272,0.176
2004,9,2004-09,0.1185,1.5944,3.7951,-2.2121,-0.2123,-1.6176
2004,10,2004-10,0.1129,1.425,-0.7841,0.584,-1.4399,0.0033
2004,11,2004-11,0.1541,4.5313,4.4728,-0.4263,-1.1342,-1.6565
2004,12,2004-12,0.1672,3.4169,-0.0411,0.3018,-0.8598,-1.1293
2005,1,2005-01,0.1661,-2.7538,-0.3941,-0.4036,3.2457,1.2576
2005,2,2005-02,0.1641,1.8819,0.1469,0.2917,3.5726,0.6662
2005,3,2005-03,0.2123,-1.9348,-1.7448,0.9394,0.535,1.8949
2005,4,2005-04,0.2072,-2.6089,-4.4794,-1.4563,-1.1019,2.1604
2005,5,2005-05,0.2395,3.6511,2.9656,-0.0579,0.9641,0.4258
2005,6,2005-06,0.2263,0.5711,3.8096,-0.1983,-0.4264,-0.4162
2005,7,2005-07,0.2383,3.9142,2.7306,-2.0741,-0.2056,-0.4032
2005,8,2005-08,0.292,-1.1886,-0.7896,0.2365,-0.6858,-0.6057
2005,9,2005-09,0.2848,0.4859,0.0058,-0.0283,0.858,0.2596
2005,10,2005-10,0.2728,-2.044,-0.5145,-0.3185,1.1029,-0.5479
2005,11,2005-11,0.3045,3.6182,1.2181,-1.0467,0.7767,-0.6024
2005,12,2005-12,0.316,-0.2427,-0.0272,0.8832,0.2219,1.0851
2006,1,2006-01,0.3488,3.0346,6.4411,-0.6827,-0.2638,0.8754
2006,2,2006-02,0.3322,-0.2924,-0.3886,2.4367,-1.0088,-1.0037
2006,3,2006-03,0.3642,1.4637,3.1184,-1.346,0.7682,-0.7847
2006,4,2006-04,0.3559,0.7325,-0.304,0.3425,0.8234,-0.1292
2006,5,2006-05,0.4195,-3.5448,-3.5175,1.325,-0.0888,-1.598
2006,6,2006-06,0.397,-0.3492,-0.3336,-0.3929,1.043,0.6258
2006,7,2006-07,0.3976,-0.776,-3.1601,1.3515,0.545,3.2009
2006,8,2006-08,0.4283,2.0201,0.4272,1.9357,-1.3436,-0.1446
2006,9,2006-09,0.4047,1.8459,-0.9658,0.9846,0.6327,0.9511
2006,10,2006-10,0.4076,3.2203,1.9769,0.2011,-0.2861,0.445
2006,11,2006-11,0.4243,1.7004,0.3938,-1.5991,0.485,-0.8997
2006,12,2006-12,0.4036,0.8643,-0.0015,1.8288,-0.5587,-1.2249
2007,1,2007-01,0.4328,1.3927,-0.095,0.6304,0.0206,0.0683
2007,2,2007-02,0.3837,-1.956,1.4278,-0.9739,-0.7456,-0.0687
2007,3,2007-03,0.4257,0.6903,-0.1825,-1.1944,0.4356,-0.2037
2007,4,2007-04,0.4348,3.4826,-1.7342,0.848,0.5436,1.1127
2007,5,2007-05,0.4046,3.2406,-0.2543,-2.3087,0.5236,0.1331
2007,6,2007-06,0.3918,-1.949,0.5452,0.9511,1.2065,-0.5925
2007,7,2007-07,0.3962,-3.7107,-3.0159,-2.2891,1.6369,0.0496
2007,8,2007-08,0.4205,0.9173,-0.8207,-1.3054,0.9418,0.4942
2007,9,2007-09,0.3347,3.2019,-2.4039,-3.2183,1.6356,-0.4745
2007,10,2007-10,0.3212,1.802,0.377,0.4577,1.2265,0.3453
2007,11,2007-11,0.3395,-4.8017,-3.0218,0.1851,3.588,1.4361
2007,12,2007-12,0.2921,-0.8795,0.6489,-0.6012,2.3193,1.0642
2008,1,2008-01,0.243,-6.3712,-0.7217,1.3807,-0.2969,-0.8164
2008,2,2008-02,0.1325,-3.0844,-0.8748,-1.5137,1.7981,1.36
2008,3,2008-03,0.1869,-0.9533,0.5805,-0.353,2.3754,-0.0305
2008,4,2008-04,0.1025,4.6755,-0.9362,-2.312,-0.8075,3.3207
2008,5,2008-05,0.0946,1.942,2.5324,-0.3546,-0.3367,0.0761
2008,6,2008-06,0.175,-8.4279,1.8834,-0.1934,6.3621,1.0367
2008,7,2008-07,0.144,-0.7579,5.9805,1.8218,0.013,-0.0734
2008,8,2008-08,0.1282,1.5212,1.8217,0.9425,-0.8718,2.079
2008,9,2008-09,0.153,-9.292,0.6312,3.16,1.5902,3.4513
2008,10,2008-10,0.0792,-17.1779,-3.4757,1.0558,5.8964,6.7538
2008,11,2008-11,0.0228,-7.7499,-5.2005,0.5052,3.5072,2.1843
2008,12,2008-12,0.0029,1.7427,3.6023,-2.345,-0.5559,-0.8413
2009,1,2009-01,0.0023,-8.059,-2.9342,-0.9212,-0.7728,2.4051
2009,2,2009-02,0.0147,-10.0887,-1.5731,-1.854,2.9625,2.8875
2009,3,2009-03,0.0159,8.9657,0.9871,-0.448,-3.3694,0.0801
2009,4,2009-04,0.0125,10.1649,7.2758,3.5028,-13.8308,-1.7966
2009,5,2009-05,0.0017,5.2051,-1.3216,-2.419,-3.3204,-0.5583
2009,6,2009-06,0.0075,0.4284,3.7486,0.5164,0.8967,2.4952
2009,7,2009-07,0.0119,7.7115,1.6913,1.9781,-4.8913,-1.0288
2009,8,2009-08,0.0116,3.3288,0.8676,2.2617,-2.6003,-1.5815
2009,9,2009-09,0.0079,4.0766,2.4647,-1.1549,-2.8169,-2.6301
2009,10,2009-10,0.004,-2.5535,-4.6122,-0.2446,3.9462,2.9368
2009,11,2009-11,0.0004,5.5693,-2.3833,-0.3542,1.0291,-0.3254
2009,12,2009-12,0.0062,2.746,4.8164,-0.183,-1.8549,-0.1478
2010,1,2010-01,0.0028,-3.3484,0.3752,0.6789,-1.067,-0.6848
2010,2,2010-02,0.001,3.3894,1.5236,0.7583,-1.0406,-0.5169
2010,3,2010-03,0.0068,6.3066,2.0221,1.5744,-0.5104,-1.6988
2010,4,2010-04,0.0111,1.9985,3.9038,3.0529,-2.4888,-2.3485
2010,5,2010-05,0.0112,-7.8916,0.048,-0.4512,2.7156,1.7369
2010,6,2010-06,0.0127,-5.5539,-2.3714,-2.4633,1.3288,1.9251
2010,7,2010-07,0.0142,6.9082,0.4811,1.2242,-0.8529,0.3616
2010,8,2010-08,0.0126,-4.7708,-3.6375,-1.777,-0.5599,-0.6431
2010,9,2010-09,0.0125,9.5407,3.9493,1.1572,0.509,0.0482
2010,10,2010-10,0.0112,3.8684,0.6884,-0.0067,0.6453,0.4416
2010,11,2010-11,0.0114,0.5951,3.6487,1.8594,-0.0799,-0.6138
2010,12,2010-12,0.014,6.8135,0.4459,3.0261,-3.6697,-2.2446
2011,1,2011-01,0.0066,1.9888,-2.0115,1.316,0.5566,-1.3438
2011,2,2011-02,0.0122,3.4831,1.3916,1.4321,-1.6578,-0.8146
2011,3,2011-03,0.0067,0.4538,1.8477,-0.1252,-0.9511,0.2831
2011,4,2011-04,0.0053,2.8931,-0.8838,-0.9693,1.5871,1.0881
2011,5,2011-05,0.0013,-1.2686,-0.8715,-1.0161,0.1308,1.3797
2011,6,2011-06,0.0035,-1.7419,0.4603,-1.152,2.8109,1.0009
2011,7,2011-07,-0.0028,-2.3484,-1.7742,-2.0383,0.7348,0.659
2011,8,2011-08,0.0083,-5.9801,-3.7196,-1.3168,2.562,2.7195
2011,9,2011-09,-0.0001,-7.5695,-4.7805,0.0766,-0.7641,4.899
2011,10,2011-10,0.0014,11.3322,5.1816,-0.5881,2.1402,-1.7028
2011,11,2011-11,0.0004,-0.2796,-1.1334,1.5253,0.5804,1.2147
2011,12,2011-12,0.0,0.7396,0.1225,2.6695,1.1493,-0.6067
2012,1,2012-01,-0.0002,5.0531,2.7843,-0.574,-0.6313,-1.312
2012,2,2012-02,0.0031,4.4179,-0.6734,0.0789,0.2919,0.0126
2012,3,2012-03,0.0046,3.1094,0.7124,1.4304,1.6581,1.7917
2012,4,2012-04,0.0029,-0.8431,-1.1503,0.9546,1.001,-0.3668
2012,5,2012-05,0.0065,-6.17,-0.8859,2.6812,1.6158,2.338
2012,6,2012-06,0.0022,3.8919,1.492,1.0221,-1.7624,0.3348
2012,7,2012-07,0.0032,0.7869,-3.0753,0.5147,1.5424,0.9827
2012,8,2012-08,0.005,2.5482,1.4133,-1.4557,-0.497,-0.4037
2012,9,2012-09,0.0067,2.7322,1.1788,1.1835,0.1886,-0.6752
2012,10,2012-10,0.0037,-1.7522,0.2195,1.8577,0.4583,-3.7334
2012,11,2012-11,0.0085,0.7763,0.3565,0.8219,1.7153,0.152
2012,12,2012-12,0.0103,1.1754,2.4232,-0.8302,-1.9967,-2.6321
2013,1,2013-01,0.0022,5.5689,0.1915,1.5404,-2.0971,-1.638
2013,2,2013-02,0.0054,1.2861,-0.615,0.7541,0.1036,0.4262
2013,3,2013-03,0.0041,4.0325,1.0765,1.292,0.487,-1.161
2013,4,2013-04,0.0037,1.5536,-2.8557,0.1152,-1.0136,-0.2819
2013,5,2013-05,0.0012,2.8026,3.5166,-1.6526,-0.3975,-1.4219
2013,6,2013-06,0.0013,-1.1911,0.7617,0.7006,-0.1341,0.5964
2013,7,2013-07,0.0009,5.6431,2.0945,0.6474,-0.4746,-1.124
2013,8,2013-08,0.0009,-2.7045,-0.208,-1.7841,0.5497,0.1587
2013,9,2013-09,0.0008,3.7668,2.4397,-0.7254,-0.9967,-1.0133
2013,10,2013-10,0.0017,4.1692,-1.6177,1.1611,1.337,0.7823
2013,11,2013-11,0.0032,3.1221,1.9293,0.0148,1.5473,1.2051
2013,12,2013-12,0.0023,2.8045,-0.4381,0.7392,-0.1739,-1.7385
2014,1,2014-01,0.0012,-3.3179,0.3303,-0.2918,-2.3112,0.3524
2014,2,2014-02,0.0045,4.6487,-0.3064,-0.6297,-1.4762,-0.0343
2014,3,2014-03,0.0028,0.431,-0.1623,2.7038,1.7701,1.5579
2014,4,2014-04,0.0015,-0.188,-4.6866,0.8015,1.0756,0.6894
2014,5,2014-05,0.0008,2.0606,-2.0366,-0.9378,-0.6562,0.5021
2014,6,2014-06,0.002,2.6075,2.2426,-2.6584,-2.5842,0.2626
2014,7,2014-07,0.0013,-2.0368,-3.5626,0.7158,1.1954,1.2346
2014,8,2014-08,0.0003,4.2324,0.4495,-0.9247,0.1376,0.233
2014,9,2014-09,0.0004,-1.9687,-3.1026,-0.3101,3.0633,2.1813
2014,10,2014-10,0.0012,2.5115,3.6151,0.5283,1.6899,-0.1556
2014,11,2014-11,-0.0001,2.5492,-1.9772,0.3424,2.5253,0.4488
2014,12,2014-12,0.0005,-0.0597,2.7694,0.4723,-0.6556,0.2952
2015,1,2015-01,0.0013,-3.0997,-1.5791,-1.0726,-0.3707,1.4077
2015,2,2015-02,-0.0021,6.1287,0.816,-1.3938,0.0837,-0.9749
2015,3,2015-03,-0.0008,-1.1024,2.8163,-0.2615,0.8338,-0.0421
2015,4,2015-04,0.0029,0.5888,-3.7918,-0.8011,-2.1972,-0.2334
2015,5,2015-05,-0.0005,1.363,1.735,-0.612,1.4466,0.2893
2015,6,2015-06,0.0004,-1.5262,2.8606,-2.4461,1.2477,-0.7174
2015,7,2015-07,-0.0037,1.5494,-4.0748,-2.7296,4.3509,2.6044
2015,8,2015-08,0.0027,-6.0247,0.5015,1.162,0.7586,0.2546
2015,9,2015-09,-0.0006,-3.0664,-3.3796,0.3072,4.2729,3.4788
2015,10,2015-10,-0.0027,7.7463,-2.7651,0.6524,-2.314,1.0374
2015,11,2015-11,0.002,0.5639,3.4655,-0.5479,-1.7097,0.4729
2015,12,2015-12,0.0103,-2.1647,-2.0946,0.328,2.9435,3.3329
2016,1,2016-01,0.0037,-5.755,-2.8171,2.7736,5.3293,4.792
2016,2,2016-02,0.0205,-0.0703,0.4861,1.7188,2.0303,-0.1342
2016,3,2016-03,0.019,6.9519,1.0386,-0.7057,-2.1273,-2.7595
2016,4,2016-04,0.0051,0.9152,0.1069,1.2916,-7.2338,-5.2356
2016,5,2016-05,0.0115,1.7709,-0.501,-2.2596,0.9368,2.2567
2016,6,2016-06,0.0188,-0.0424,-0.3369,0.4911,0.273,-0.8256
2016,7,2016-07,0.0171,3.9514,2.3293,-2.1887,-0.5212,2.2511
2016,8,2016-08,0.0165,0.496,0.9719,-0.2301,-2.3922,-0.3863
2016,9,2016-09,0.0219,0.2632,1.0154,0.2118,-3.0768,-0.9284
2016,10,2016-10,0.0168,-2.021,-3.4297,0.8679,3.0147,2.0286
2016,11,2016-11,0.0136,4.8612,6.576,2.9811,-0.9677,-2.5273
2016,12,2016-12,0.0239,1.815,0.6329,-0.2465,1.5381,0.8768
2017,1,2017-01,0.0358,1.9371,-1.8672,-2.0241,-1.3102,0.6337
2017,2,2017-02,0.0364,3.5584,-1.6698,-2.2401,2.0078,2.4675
2017,3,2017-03,0.0353,0.1675,1.2537,-1.2933,1.9,1.2314
2017,4,2017-04,0.0537,1.0866,0.6003,-1.5687,1.0155,1.684
2017,5,2017-05,0.0614,1.0616,-2.5719,-1.5589,1.3156,2.6917
2017,6,2017-06,0.0617,0.7957,3.0521,-0.5345,-1.3136,-1.8761
2017,7,2017-07,0.0722,1.8658,-1.1238,-0.4273,1.5285,1.0232
2017,8,2017-08,0.0827,0.1621,-1.456,-2.8801,0.39,1.5301
2017,9,2017-09,0.0944,2.5063,4.9094,3.1399,0.4384,-1.7976
2017,10,2017-10,0.084,2.2509,-1.3341,-3.3035,1.3832,2.8974
2017,11,2017-11,0.0826,3.1193,0.2127,-0.4945,1.8841,1.1632
2017,12,2017-12,0.0884,1.0533,-0.9114,1.7398,0.3396,-1.0643
2018,1,2018-01,0.1121,5.5748,-2.7665,-1.2902,-1.2838,2.6001
2018,2,2018-02,0.1073,-3.6456,0.1828,-1.6976,-0.7706,4.466
2018,3,2018-03,0.0261,-2.254,2.802,-0.1097,0.1503,0.4646
2018,4,2018-04,0.1433,0.2831,0.2752,1.5853,-0.0317,-0.8116
2018,5,2018-05,0.1401,2.6451,4.8831,-1.085,-1.8754,2.242
2018,6,2018-06,0.1408,0.4895,0.6132,-0.3932,1.4068,0.0886
2018,7,2018-07,0.1558,3.1969,-1.3017,0.4681,1.9791,1.4035
2018,8,2018-08,0.1575,3.446,1.5016,-2.4129,0.3628,4.1681
2018,9,2018-09,0.149,0.0589,-3.1009,1.45,0.7193,0.973
2018,10,2018-10,0.189,-7.646,-4.7513,4.1724,1.2653,-0.7515
2018,11,2018-11,0.1795,1.7066,-0.7807,-0.9826,0.6932,2.7812
2018,12,2018-12,0.193,-9.5426,-3.0346,-0.8421,1.2754,2.4592
2019,1,2019-01,0.192,8.4112,2.0507,-0.9971,-3.9593,-7.1403
2019,2,2019-02,0.1809,3.3946,1.1925,-2.5881,0.527,1.3574
2019,3,2019-03,0.1935,1.1004,-3.4388,-0.4832,0.0942,0.6624
2019,4,2019-04,0.2125,3.9596,-0.2524,-2.4268,1.8378,1.0648
2019,5,2019-05,0.1983,-6.9252,-1.9174,1.5221,0.6472,0.169
2019,6,2019-06,0.1853,6.9262,-0.43,-0.2681,-0.1339,-0.4128
2019,7,2019-07,0.1783,1.2213,-1.6269,0.1843,0.4712,1.2787
2019,8,2019-08,0.1908,-2.6012,-4.2114,-1.0177,1.8801,1.4895
2019,9,2019-09,0.1787,1.4297,1.4344,2.9784,1.7086,-1.8641
2019,10,2019-10,0.1531,2.0624,0.8215,-0.6398,0.8389,1.9438
2019,11,2019-11,0.1197,3.867,0.0016,-1.029,-1.3071,-0.6518
2019,12,2019-12,0.1431,2.7638,1.3045,1.804,-1.2901,-0.7728
2020,1,2020-01,0.1164,-0.0913,-4.7559,-2.4126,-0.4403,2.4182
2020,2,2020-02,0.1208,-8.1279,-1.374,-2.2233,-0.46,1.4472
2020,3,2020-03,0.1268,-13.3749,-8.4082,2.1225,5.8407,11.8307
2020,4,2020-04,0.0003,13.5892,3.3993,-0.1401,-1.9149,-2.2169
2020,5,2020-05,0.0059,5.5814,2.4776,-3.7098,-0.6114,0.6967
2020,6,2020-06,0.0111,2.4586,2.2946,0.2536,1.1615,1.6765
2020,7,2020-07,0.0096,5.7694,-1.2358,-1.4127,3.3103,1.4823
2020,8,2020-08,0.0079,7.6253,-2.1394,-2.9765,-0.8338,-1.6578
2020,9,2020-09,0.0076,-3.6262,0.517,-2.4798,1.1118,0.814
2020,10,2020-10,0.0073,-2.1014,2.5367,-0.2934,-2.4864,0.0745
2020,11,2020-11,0.0066,12.468,4.0453,3.2585,-14.3726,-9.7032
2020,12,2020-12,0.006,4.6311,4.1908,-2.7436,-4.1718,-0.9909
2021,1,2021-01,0.0046,-0.0198,8.3858,6.382,-2.0526,-7.2816
2021,2,2021-02,0.0045,2.7756,4.3403,-0.6903,-6.1903,-5.4787
2021,3,2021-03,0.0027,3.083,-0.6599,4.6485,4.3877,-1.4896
2021,4,2021-04,0.0014,4.9216,-3.0455,-3.337,2.2565,2.1625
2021,5,2021-05,0.0005,0.2858,1.7546,4.3371,2.7796,-1.5469
2021,6,2021-06,0.0004,2.7471,-0.1076,-2.5486,-1.2349,3.7203
2021,7,2021-07,0.0031,1.2678,-2.9605,-1.4558,7.5017,5.2869
2021,8,2021-08,0.0049,2.9045,-0.7659,-2.1555,1.2127,2.4232
2021,9,2021-09,0.0033,-4.3708,0.7438,3.2953,-1.7606,-4.6647
2021,10,2021-10,0.0037,6.6462,-1.9736,-2.3008,3.3294,3.3986
2021,11,2021-11,0.0044,-1.5454,-0.5946,-0.29,8.4168,4.7964
2021,12,2021-12,0.0067,3.1019,-0.5806,5.3823,3.8193,1.1826
2022,1,2022-01,0.0044,-6.2515,-3.7344,10.4709,0.878,-3.3063
2022,2,2022-02,0.0028,-2.2853,3.2175,3.7603,-2.216,-4.2645
2022,3,2022-03,0.006,3.0521,-1.8799,3.1372,-0.0835,-1.3855
2022,4,2022-04,0.0037,-9.4446,0.8696,6.1357,4.617,0.0875
2022,5,2022-05,0.0307,-0.3446,0.8174,5.7468,0.995,1.2371
2022,6,2022-06,0.0567,-8.4198,0.7419,-5.6304,0.9243,1.3588
2022,7,2022-07,0.0812,9.5541,0.382,-5.3479,-1.8017,2.2524
2022,8,2022-08,0.1901,-3.7735,1.4291,2.7381,-2.7978,-3.547
2022,9,2022-09,0.1929,-9.3458,-1.6943,-0.2182,1.1517,1.7172
2022,10,2022-10,0.2327,7.8326,4.6904,7.411,5.3826,-0.9359
2022,11,2022-11,0.2856,4.6082,-2.3226,2.1779,2.3981,1.2883
2022,12,2022-12,0.3379,-6.4054,0.2797,3.8672,-0.5108,-0.3618
