,Year_Month,credit_factor,turnover_factor
0,1990-10,6.744618463458063,-0.05663534623586708
1,1990-11,5.472915952065249,9.093931124047284
2,1990-12,4.29749348600954,4.487512444309494
3,1991-01,8.911818288088114,13.048776247700399
4,1991-02,2.519072085425833,1.0941682538481157
5,1991-03,3.982961129523832,2.045482702231438
6,1991-04,-0.06588081399019341,-1.2426705732654808
7,1991-05,5.353834050170581,5.013104047638817
8,1991-06,-2.3807410887888625,-5.711036177302919
9,1991-07,5.5456166816658214,2.5729376302079388
10,1991-08,13.020890370457682,4.061817219648867
11,1991-09,-2.3688040463560767,-2.0996514453912707
12,1991-10,3.117699814532271,6.094848150289689
13,1991-11,6.345119397360155,-2.1756023638770716
14,1991-12,10.824528441266379,-1.209649870856866
15,1992-01,1.7399367399200116,13.658212889818078
16,1992-02,0.15555313408601723,3.5108682786069156
17,1992-03,-1.833248342160021,-6.704736278979395
18,1992-04,-3.6911465887082606,-3.083071351148625
19,1992-05,6.959829630169634,0.7438999157799664
20,1992-06,0.159529796530955,-3.356872046721404
21,1992-07,1.0075377839836586,2.3663076501410307
22,1992-08,4.815068079407259,-1.0195423682940574
23,1992-09,3.904522847818459,2.825536638579096
24,1992-10,5.857505249401629,8.84428880235697
25,1992-11,0.6836201133859854,5.7943795080423355
26,1992-12,1.2088164801172585,0.5107016524133812
27,1993-01,3.286080516151002,6.143834515012725
28,1993-02,-4.156671962925462,-4.166854087182214
29,1993-03,4.143410265416536,0.03839307206887632
30,1993-04,-2.497388822172264,-2.3456860002001756
31,1993-05,4.960155953490908,8.520694450543886
32,1993-06,-2.6983293462810476,0.7676243392209514
33,1993-07,-1.8980602195555196,1.3751423842653487
34,1993-08,0.5205608744005996,4.608177375801281
35,1993-09,2.8847686087265734,4.17868114286335
36,1993-10,-0.32211581777784604,1.2457815593378552
37,1993-11,2.70261572444066,3.3457862331193855
38,1993-12,-2.3041358890527053,-0.20730704601219507
39,1994-01,3.897127461831018,9.3268320538487
40,1994-02,3.73723094939975,5.7750165456530445
41,1994-03,1.4250815665735272,1.5610094650617246
42,1994-04,2.575662279279056,-0.1265284576220882
43,1994-05,0.770925309920556,-1.5862905375770286
44,1994-06,-3.3448876604309175,-0.7372665706571024
45,1994-07,-3.7415031626649276,-1.6062950009669175
46,1994-08,5.388256267947544,6.121481082977009
47,1994-09,2.0915833120396465,0.578867558445606
48,1994-10,5.2747556624840986,2.7644388227101357
49,1994-11,5.069328683320351,0.8404963539789145
50,1994-12,-0.31924449687563694,-3.6401476513616915
51,1995-01,1.8611105998513233,0.017055737132243287
52,1995-02,2.8423882400282707,2.4127505509701885
53,1995-03,3.834714908188319,2.1712374098660447
54,1995-04,1.004048050387918,2.504627686726524
55,1995-05,-0.8499719897440805,2.214564845232503
56,1995-06,7.692012593753672,5.75648301549212
57,1995-07,6.728637091865752,6.140070551729404
58,1995-08,2.262388257627612,1.079505853833207
59,1995-09,3.866701871611,-4.475997015030475
60,1995-10,5.436352296462554,-5.939429477994973
61,1995-11,-4.134244275908072,-1.1071921427004194
62,1995-12,-7.839359044980165,-7.59355070860771
63,1996-01,2.2269252888223345,0.24354335582350561
64,1996-02,2.326221922554028,4.01513457408369
65,1996-03,2.288332013690453,-0.4769071704268879
66,1996-04,7.66499947032091,9.056446478461954
67,1996-05,6.699384203288039,2.3152258150307192
68,1996-06,0.8659597510003891,-8.747281838605492
69,1996-07,-1.441298936694979,-2.6307848604368633
70,1996-08,2.4421789729730525,6.124460912850216
71,1996-09,2.8645544826336744,4.5326228188907525
72,1996-10,4.169968632535692,-2.144743160345075
73,1996-11,-1.0622693846109366,6.730712975230735
74,1996-12,-0.5023936771914594,-1.5014577612847857
75,1997-01,3.0717862045438693,3.934201014730676
76,1997-02,1.5464127370933722,-3.882613262804002
77,1997-03,-4.53792634683976,2.485234052483243
78,1997-04,6.266140223134675,0.48859398046015023
79,1997-05,-0.5114666631915399,3.8615321637921474
80,1997-06,-0.1460703323589274,-2.931719276110911
81,1997-07,-1.0392154655299524,9.104892956045884
82,1997-08,-0.42055610170299573,6.75948375678832
83,1997-09,1.8094879773690398,-0.7590388478233456
84,1997-10,-1.894113731708713,-6.165645343652681
85,1997-11,0.8018174063508132,-4.80542760398992
86,1997-12,-1.7037150367385734,-6.40105241695641
87,1998-01,5.152032582996791,4.00907923801701
88,1998-02,3.4671032824787673,4.091251671337726
89,1998-03,3.2782596068660297,-4.694382302083866
90,1998-04,-1.336424401649039,4.4135465189546474
91,1998-05,4.273999970746245,-8.363523948599349
92,1998-06,7.233091834586891,-4.075763377245211
93,1998-07,6.4215935018733905,-2.0050733147938704
94,1998-08,-3.7699406145583536,-8.638626580189934
95,1998-09,8.027025332123516,4.3896849177258
96,1998-10,-3.4426361058514376,4.938407322315452
97,1998-11,10.293348142071812,4.05407687459125
98,1998-12,11.762436159829015,6.320735042675452
99,1999-01,18.94826500480371,8.212511069452532
100,1999-02,-3.554550362365494,-6.006471777896627
101,1999-03,1.734250739323695,2.6757078711187265
102,1999-04,-12.086954679245554,1.1767178671989065
103,1999-05,-0.6948369837933566,-1.294200171358617
104,1999-06,17.907053552489806,8.020021409811505
105,1999-07,1.8092071912667818,3.6487176035687963
106,1999-08,-0.01917674939536651,2.801749129146369
107,1999-09,1.046888977179905,3.1382076667684444
108,1999-10,4.9821476456901825,-2.136363643520156
109,1999-11,0.32829709466775103,9.90455549296736
110,1999-12,12.724433546132353,12.880978718121883
111,2000-01,8.865629818250342,3.654747393231217
112,2000-02,28.373960332251393,26.96077667224923
113,2000-03,0.34558951686505246,3.1951197188619718
114,2000-04,-2.945694221052908,-2.4159092570433804
115,2000-05,-8.649408958366989,-10.235055822845352
116,2000-06,12.422230174840475,5.913770426212528
117,2000-07,-9.188416235590779,-0.9987702910281948
118,2000-08,9.867643138821226,7.417307915948346
119,2000-09,-8.281128936886816,-12.53467000772146
120,2000-10,-8.1002747292929,-4.909302378413438
121,2000-11,-8.477183134558853,-16.017113269857596
122,2000-12,-0.3651321911691596,-0.5502301513176322
123,2001-01,11.25585953096413,20.911813035484883
124,2001-02,-12.589325817944985,-10.98363085824634
125,2001-03,-0.48919160465843436,0.6023141355764094
126,2001-04,9.528273011742773,11.433976652404066
127,2001-05,-3.5989858248698936,-4.861951925073149
128,2001-06,4.837075569895211,1.9945283343536069
129,2001-07,1.0016911653210947,-2.995297195767521
130,2001-08,-10.318577591598988,-2.3765477120463396
131,2001-09,-1.8455380670324928,-13.367239196455872
132,2001-10,7.654379969143199,15.88188587631798
133,2001-11,4.47579510536722,8.955893979220031
134,2001-12,0.2788783957302643,0.21307092002822436
135,2002-01,-1.6967356287292068,-1.762042546560283
136,2002-02,5.282646821805637,-8.136813727282178
137,2002-03,-4.538741107757039,4.916480646263444
138,2002-04,4.052599889454145,-7.988180639177534
139,2002-05,2.8331831576041244,-2.4435859804026516
140,2002-06,4.365270230608931,-7.891804986806705
141,2002-07,5.823910273196553,-6.534838382829844
142,2002-08,-3.7631694943890626,0.024004806353539188
143,2002-09,7.381920536988251,-3.7282620231256947
144,2002-10,4.670856486059671,7.8012387480015155
145,2002-11,-6.994525216634151,16.044160891285088
146,2002-12,0.3636012080708184,-8.250662413890819
147,2003-01,-0.219967007880717,-0.5423742978839852
148,2003-02,3.151067725467094,2.74452708552686
149,2003-03,-0.4241944420874333,1.5334875567814654
150,2003-04,-2.9758454519581035,4.178851817744311
151,2003-05,-6.516850299290455,7.406366821655075
152,2003-06,0.9902220552252983,-1.8069593225541358
153,2003-07,2.956000730623698,2.429117216067822
154,2003-08,0.7192431907902197,4.993423190963142
155,2003-09,-0.6461044653988224,-1.0681543425762108
156,2003-10,0.4631439034644247,3.464585935554698
157,2003-11,1.2660041013947687,-1.230896288286898
158,2003-12,-4.868377601377027,-3.6716826920176526
159,2004-01,1.530191288933036,1.7042543900283924
160,2004-02,-1.5432160849266574,-0.9495053934831299
161,2004-03,2.929529051818136,0.1802192358755894
162,2004-04,1.0187857126129574,-4.19020368775469
163,2004-05,1.070243277554872,2.075021564800128
164,2004-06,-0.385733254363374,0.34158823526440063
165,2004-07,-3.0374441758695747,-5.769569780149652
166,2004-08,0.46510604076677176,-4.988195688107555
167,2004-09,1.3412537000629277,5.719343312207159
168,2004-10,-1.4258613014083377,2.5956748576344335
169,2004-11,0.016096264263087967,2.9263852353772712
170,2004-12,2.384365100634289,2.285947582358716
171,2005-01,2.3638093509112057,1.6522855968082562
172,2005-02,-0.1672057561686202,4.184565352137337
173,2005-03,-1.688076021928997,-1.456238265294818
174,2005-04,-1.0758673393317375,-5.06218472638974
175,2005-05,3.080451590483557,5.181149515149297
176,2005-06,-2.0709242472530254,-0.9193714498125338
177,2005-07,2.2933191084364646,5.4062329861360725
178,2005-08,-0.2619021000079602,0.508331987365751
179,2005-09,-2.245806539556894,0.8838114608613168
180,2005-10,3.844101269850597,-0.20131302911409188
181,2005-11,1.8286946227555667,5.316819918385796
182,2005-12,-2.2947352395251253,0.49084444246034753
183,2006-01,-0.4278533524665118,6.035676262179135
184,2006-02,-1.8730056070906942,-2.139361232704018
185,2006-03,3.9968182458806734,3.6592130319900606
186,2006-04,-0.4023208570839154,1.483588612786968
187,2006-05,-4.336525946965464,-6.203761656005602
188,2006-06,0.29507358231797287,-1.080583576776084
189,2006-07,-0.4351571770090268,-6.6474626192845605
190,2006-08,-0.6089754323606034,-1.2106699186767544
191,2006-09,4.666691382462407,0.3820458805176674
192,2006-10,-0.6971067288906285,2.5423736007323283
193,2006-11,-1.5728373499556358,3.473617554794628
194,2006-12,-0.6686743278518592,-3.3892977453246265
195,2007-01,-0.7862346269726816,4.1255035328174205
196,2007-02,0.541576369667851,1.9033407925494128
197,2007-03,-0.7419217173228576,-1.548162675414233
198,2007-04,1.6210322978540415,2.8630203254458975
199,2007-05,0.45452800737666443,2.2236948821388047
200,2007-06,2.5114542810566576,0.7169754742386347
201,2007-07,3.3962358684691774,0.16708666986486875
202,2007-08,1.1777305662284743,-4.371687101643184
203,2007-09,0.506735418876092,-0.567136611156871
204,2007-10,-2.177335857215923,-0.8705662414458581
205,2007-11,-1.8761589648077726,-5.4756723554596824
206,2007-12,2.1679415220841047,-0.6924653710560058
207,2008-01,1.2336621085246247,4.9703186674839195
208,2008-02,2.784685212160709,0.29804172136265183
209,2008-03,0.5038216058156131,-1.527625244190145
210,2008-04,-1.0074172253313862,4.294090471487899
211,2008-05,2.121407317581614,1.9374841747445748
212,2008-06,2.1589580804125763,-5.335455909226416
213,2008-07,4.887252281980881,-3.4610267501584246
214,2008-08,2.9956374717154954,1.7726078333154094
215,2008-09,2.7696144968046177,-6.707161504863723
216,2008-10,5.115266816634878,-9.933449293582374
217,2008-11,-0.2714838773752115,-7.919584880715891
218,2008-12,-2.7367887949033665,6.51490695563286
219,2009-01,1.1574720597037125,-8.671030069116469
220,2009-02,8.184603226500764,1.791121929619921
221,2009-03,-0.09661118235938515,4.930089574634411
222,2009-04,-7.4605269051941985,19.730712935229768
223,2009-05,-6.500586274716158,5.475577760777672
224,2009-06,-0.13841134729019045,-5.701804815860267
225,2009-07,-4.100309483673136,3.4842601869184975
226,2009-08,-8.424474411252358,8.057971481451931
227,2009-09,-1.5047684946099316,3.5118908189670783
228,2009-10,5.649800654360515,-4.141457647050251
229,2009-11,-3.8316167727998396,1.0607214900898665
230,2009-12,-2.289120070141837,1.1920422888388238
231,2010-01,-2.742572750118244,-1.1435250938105157
232,2010-02,1.694807199510362,2.627827813593786
233,2010-03,-0.8895279870882455,5.431814604054108
234,2010-04,-2.833288439305859,3.904272860530633
235,2010-05,3.706980065576926,-1.3431175343461832
236,2010-06,2.2117660809627404,-6.688612456299381
237,2010-07,-1.337514961673869,3.062305649135366
238,2010-08,-0.6573183055333498,-1.3563786409446443
239,2010-09,2.2778722378049787,3.03370338760649
240,2010-10,-1.011256106335534,0.8022130845797726
241,2010-11,4.453287483662494,1.7126569885138387
242,2010-12,-1.6678603778314316,1.7490465459892635
243,2011-01,-2.307353898604503,1.5014783371205986
244,2011-02,1.5326416006731014,0.2497402920564884
245,2011-03,1.0071718506574179,-1.3035998437461838
246,2011-04,1.5133656298165654,0.1714401058399373
247,2011-05,2.0606601715322137,-0.5451383399266319
248,2011-06,1.0754031769244055,-3.2854505825532287
249,2011-07,-0.5406173691861249,-0.4136818041497903
250,2011-08,3.1898929501985807,-5.719378979962975
251,2011-09,2.0258323884142504,-6.893897542508887
252,2011-10,-0.45901757949000643,4.928222408349314
253,2011-11,-0.9522165032723962,-2.7408631710112763
254,2011-12,-2.2811630444312114,-1.8451895265577445
255,2012-01,0.8044620668467228,4.82165444856244
256,2012-02,0.016186177300814286,5.141574662549941
257,2012-03,4.29185929295306,-2.2804475260602697
258,2012-04,1.185618229743035,-2.295644550591558
259,2012-05,1.0229220822441265,-6.091821004037701
260,2012-06,-0.6747352985655986,-2.270989584450267
261,2012-07,-0.7907585651700022,0.43115931472788027
262,2012-08,2.8372350028176285,2.4279511859642833
263,2012-09,-2.4411750305219138,0.4723515330574246
264,2012-10,-2.6221609347182206,0.07089664954873509
265,2012-11,1.9761101490115784,1.7970225636860793
266,2012-12,-1.689200663530932,2.419422874961219
267,2013-01,-3.877516533021752,0.016509527425534465
268,2013-02,-0.8735951667777409,-0.45915016917671414
269,2013-03,-1.6041375894803145,0.3767085646648072
270,2013-04,-2.1165918850889254,2.2042017000334813
271,2013-05,3.723001641492263,3.4617015871616807
272,2013-06,-0.9012617102615139,-3.4826045205325062
273,2013-07,0.39350452768496247,-0.5263839349977428
274,2013-08,2.6866577382731682,1.490669750266016
275,2013-09,1.0683540042706774,0.5130959229326715
276,2013-10,-0.9690443807809146,-0.8535882312605381
277,2013-11,2.046608854227072,-1.3545048556799277
278,2013-12,-1.6598843334698299,1.1803785076577533
279,2014-01,-0.7548237129793245,4.384571704060258
280,2014-02,1.8330052292456989,3.6660443442292134
281,2014-03,-0.4556502643202953,-0.9335185234682908
282,2014-04,-2.7577599344360215,-1.2442643627830652
283,2014-05,-1.046166377023161,0.8060095993946748
284,2014-06,-1.247284864698861,1.5563528780669245
285,2014-07,1.456447189666421,0.015163552268315783
286,2014-08,-0.22489956353349827,2.127695818203912
287,2014-09,3.357294058054938,-2.489517315254164
288,2014-10,2.8379330009757453,-5.704300930221439
289,2014-11,3.7064884116492003,1.2880959658987834
290,2014-12,0.9023527741374826,-2.4975487274247476
291,2015-01,3.069967773668303,0.03179072678953787
292,2015-02,3.109412815950807,3.368302318987615
293,2015-03,4.413408904064142,-2.0479611792829644
294,2015-04,-3.823195028475901,3.3606038826468954
295,2015-05,4.275301448929625,-0.6640406288843326
296,2015-06,4.170292946752263,-1.4973780471771891
297,2015-07,4.675665034943877,-4.285348520693121
298,2015-08,-3.1707350571423043,0.4328305780020969
299,2015-09,3.1450836372642677,-7.297821496482437
300,2015-10,0.15946197882674706,-0.878052172013144
301,2015-11,1.793452887636593,-0.2579853839558721
302,2015-12,0.4987024743205115,-2.2642622832800163
303,2016-01,3.105411318813034,-4.672863545189021
304,2016-02,-0.8857646404494712,3.5302948619017727
305,2016-03,-5.927953843446354,4.464578352052873
306,2016-04,-5.5384113780729605,2.79471495129191
307,2016-05,3.0675039867792186,-2.5162182800221533
308,2016-06,-2.8617735052972604,-2.4020664229290167
309,2016-07,0.6794689137420207,5.051852385589184
310,2016-08,1.1348209938167209,0.2625129456340636
311,2016-09,-3.213995095757549,0.8354950925704152
312,2016-10,-1.7280762288864882,-1.7817991390682075
313,2016-11,-0.34800694777605834,3.0223057079978632
314,2016-12,-0.8448833695341662,-2.038303997206792
315,2017-01,-1.4062758566547595,0.8289894506973816
316,2017-02,2.709580972145531,-1.4848477983468333
317,2017-03,1.0765571388801964,-0.7155993170037345
318,2017-04,0.9593115765758276,-1.818996346705859
319,2017-05,1.5528985060290434,-2.1276641043226463
320,2017-06,1.2177956450249772,1.6804067324464045
321,2017-07,-2.444058941246574,-0.026577058839039047
322,2017-08,0.8078268236089814,-1.711882281192123
323,2017-09,1.5306873894594064,2.2555731953046942
324,2017-10,2.185440186820631,-2.485879654228451
325,2017-11,3.272055414987518,1.9374339111594585
326,2017-12,0.40544778084377064,5.735375728660563
327,2018-01,2.5510201013148492,-0.3279409218197582
328,2018-02,2.621908550905272,-2.085056728653767
329,2018-03,0.3422405922591798,-0.8692039927240658
330,2018-04,-2.221203412456607,0.45488052890421127
331,2018-05,3.9233312490832173,2.3346745401595648
332,2018-06,1.176351097994699,1.795420264185621
333,2018-07,0.6807942739050832,-2.3483534476568924
334,2018-08,5.211877281009136,0.6736464969981704
335,2018-09,-1.5954645376576315,-0.393585388127915
336,2018-10,-2.770986174749035,-4.247503065195668
337,2018-11,-0.9712125419811035,-2.5244672440902893
338,2018-12,1.7499923493396352,-5.239448638481015
339,2019-01,-1.9652823157236154,3.340758882717365
340,2019-02,4.539507655061525,0.8221468674702637
341,2019-03,1.1652716807979413,-0.1679286130753077
342,2019-04,3.09289754408395,-1.2777186739994506
343,2019-05,2.0844908865896628,-9.027856797523837
344,2019-06,1.5119563544770287,1.9017590597837142
345,2019-07,1.9057686857290035,-0.5569422941928304
346,2019-08,4.751451595718459,-6.4521416619435445
347,2019-09,-4.001329417924415,4.465356923006403
348,2019-10,2.5946033890132503,0.16538495442757206
349,2019-11,2.9539830630280317,2.5795322657792275
350,2019-12,-3.445893559892499,3.832799349791527
351,2020-01,1.8507252837763666,-4.234252056596599
352,2020-02,3.8596175166924596,-1.3031814730258495
353,2020-03,16.06458990646289,-19.54733278585865
354,2020-04,-6.186851292523842,23.238283804658423
355,2020-05,4.399044598960411,7.361826909216718
356,2020-06,-2.1509528943174705,7.125224668859742
357,2020-07,5.185735489036691,2.5673573475173184
358,2020-08,-2.7043358160594777,5.908700363428787
359,2020-09,5.768990110840244,0.17765078676839074
360,2020-10,-2.722840725534237,-0.925576940413686
361,2020-11,-12.610492133629748,16.67780012715987
362,2020-12,-2.2608547680072033,4.657713834563237
363,2021-01,-1.951645048526407,15.015732131286374
364,2021-02,-8.288464352362412,9.41182698898091
365,2021-03,-4.558307390245053,0.6462577675447445
366,2021-04,2.4620735924094195,-0.6020289122010247
367,2021-05,-5.349119575646544,2.7339751887156094
368,2021-06,4.067020116194464,4.02761822672697
369,2021-07,6.270420991069892,-7.024098978826343
370,2021-08,1.808448720353395,0.9826981998472428
371,2021-09,-4.428056713456741,3.7496336905700645
372,2021-10,4.545933721781359,-0.33453106891532247
373,2021-11,3.350531174189042,0.27505786195602955
374,2021-12,-1.7553716285167664,-3.8135955899940233
375,2022-01,-9.097125798541516,-2.1399397975201073
376,2022-02,-4.105003916048455,5.138075038187173
377,2022-03,-2.903085798806271,1.3853350279985799
378,2022-04,-2.5204759747530225,-1.5326460995891522
379,2022-05,-0.29069549021374375,-0.32374872480734895
380,2022-06,8.042156412039404,-9.853175655129597
381,2022-07,1.7021973393313017,6.402287789231531
382,2022-08,-3.693354583997732,2.5906477810799577
383,2022-09,3.814908831429986,-3.2141301513915255
384,2022-10,-5.8514600983439085,2.2991357610518293
385,2022-11,1.0975056915033532,2.0307496239018397
386,2022-12,0.3282961388790806,-4.271484103377466
387,2023-01,-0.29074082374133114,9.011270382919756
388,2023-02,4.9489113825012865,0.032992975268975044
389,2023-03,7.328701274387361,-4.078611836837453
390,2023-04,0.5472324191541755,-1.457921634201098
391,2023-05,5.1519145361490715,-1.8303466613505792
392,2023-06,-1.804451519425665,5.313059737122328
393,2023-07,-1.377562172903235,3.4607698708253753
394,2023-08,3.701069126603529,-3.414224895711515
395,2023-09,0.9355753544078471,-0.15690360139445358
396,2023-10,1.3323590548317998,-4.991168852676797
397,2023-11,1.2266915475463325,2.4733164360813964
398,2023-12,-0.15495897990654983,4.867058786899037
399,2024-01,4.429370800845156,-3.124886572009067
400,2024-02,2.330995629549659,1.5931977975567557
