Phase,Year_Week,R1-RF,R2-RF,R3-RF,CMA,CRD,EG,HML,IA,LIQ,ME,MOM,Mkt-RF,RMW,ROE,SMB,PC1,PC2,PC3,PC4,PC5
Recovery,1991-14,0.8087215233881784,0.8883165947937366,1.0460183160462933,-0.570729966312844,1.1502208553572535,-0.5419,-0.8695604951632796,-0.2831,1.4720177872536988,1.9119,0.8919330334654862,0.5131366110453728,-0.0324568893573795,0.4557,1.521326312338411,-0.8875439591568972,1.382711376087754,1.953376555442111,0.6532607438916028,-0.6257146308961619
Recovery,1991-15,0.264304806086213,0.6256989821010528,0.9936224019255092,0.6213853327045715,2.298819669421115,0.2974,0.2694597884262961,0.7554,1.1556843940289552,-0.6018,0.5301509009708827,1.069283715545022,-0.1601837553074969,1.1641,-0.2052302878565726,-1.6787964597520504,0.9805013789942644,-0.21173292953619438,-0.7828873487912608,-1.7078867226716676
Recovery,1991-16,0.3974106520802323,0.9072571620411196,1.589490483921363,0.3698527290994846,-0.3181410995962253,0.1628,1.181053898191542,0.0403,0.7263443151702909,-0.6797,-2.540450306928743,0.8231787679678026,0.4385830336026242,-0.9019,-0.383024565109713,1.7620759858310493,-0.6222823458906098,-1.779747594447676,-0.3244317148964082,0.08839302815308585
Recovery,1991-17,-0.4612407672706098,-0.4007249962255543,-0.4024820479065272,-0.1202179231172273,-1.5943598199590348,0.7819,0.1093923877888425,-0.2596,-1.9432225360529127,-0.6371,-0.7584052920748818,-1.5070456704210369,0.4101313091587233,0.1809,-0.0436275190847545,-1.0941719835915853,-3.000622111767223,-1.4661136783701219,0.46632708449093446,1.5480350158019471
Recovery,1991-18,0.8211126904234645,1.5248426097398182,2.275010501080632,0.149087925191238,-0.7477096323558974,-0.9039,0.3583680655928623,0.0811,-1.7895227248994172,-0.6211,0.498411744679017,0.2841982120403763,0.1498998500230719,0.3691,-0.4279787924079459,-1.3026514045832773,-1.7182372216945385,-0.56451644692383,-0.7701355156259662,1.4757128223627067
Recovery,1991-19,-0.0070618873045047,0.3196717654819769,0.571269951320974,-0.1902147943284582,0.5336475279265285,1.181,-0.3112472440798486,-0.1435,2.8049166017312777,0.9044,0.1187132875289043,-1.0271429598166404,0.1285485804750408,0.0872,1.1998984367178167,-0.27445584017049435,0.6072133918032255,0.5457546301096086,1.5955197029921355,-2.0023281033032605
Recovery,1991-20,-0.6589407221085142,-0.6800396246724016,-0.7920468335590014,-0.3016532031598906,-1.3060057430794858,-0.5579,0.5873455787391846,-0.2405,-2.839994765710474,-0.6109,-0.3826056671733968,-1.2203356562811352,0.360012261240783,0.4603,-1.009088148207371,-1.487309751897703,-3.254168705594834,-1.6278794871763744,-0.003047449684581399,1.988281318373874
Recovery,1991-21,-0.2147846441294065,0.1973884243376078,0.7557937872607834,-1.1947043724915063,4.459102318385688,-0.3892,-0.6089774068536835,-0.6087,2.8516329468858848,-0.2377,1.2337901427691644,1.4452249891562683,0.7815977844462196,0.8735,-0.1017117520317301,-2.2933715791844502,3.876237930107119,-0.2213480885889731,-0.1273484245205782,-2.7446243186971215
Recovery,1991-22,0.9692227694040544,1.3618590004919495,1.7534617575614364,-0.4095261180459886,0.832738990135562,-0.4323,0.1882194962143035,-0.7266,1.387666509607488,-0.69,-2.2921096596255963,3.031909753441719,0.5708339763776049,-2.079,-0.2216001880000151,2.050936253603961,2.232358698486343,-1.548413883141586,-0.935155083465957,0.8347970316489483
Recovery,1991-23,-0.4243302669601489,-0.0068480590926345,0.6224884947271914,0.5193232102893797,-2.556100142495199,0.4398,1.2147481007645178,0.3773,-0.5940249649169949,2.1869,-1.254717215503609,-2.212431468960818,-0.0603699132974422,-0.2838,1.8931530801879148,1.182870608653213,-3.7981716341153517,1.4680772964397286,1.5423265426239998,0.698180617739583
Recovery,1991-24,-0.1124940521334938,0.3504196437499329,0.8259454029120983,-0.3098169129246542,2.876253847974408,-0.2253,-0.1901879915812698,-0.3511,-1.269019437334662,-1.606,0.320079863030398,0.327225184811386,1.2746388471015058,0.3623,-1.0965421012576693,-3.121281898105111,0.20714043622052986,-1.8691377008099046,-0.634437865348263,-0.02259205750891012
Recovery,1991-25,-1.0607625856880245,-0.8794291420780032,-0.7703123943278101,-0.0105928213001482,-1.877712623941441,-0.1984,0.3001197197902261,0.0958,-1.7415786307192538,-0.1741,0.4501112798539486,-1.33826695251833,0.6314013240535932,-0.018,-0.1417507408768337,-1.160168972505943,-3.0001782844118448,-0.5327841109735396,0.26192652157213436,1.3615950928201506
Recovery,1991-26,-0.1927964701270767,0.3542980292915887,0.9528889770946902,0.5302897344469759,-0.7574203681623204,0.4813,-0.1312284711991185,0.5014,-2.2256041972967044,-0.3739,0.1092315046389957,-1.783835456888394,0.0298399748532851,1.3461,-0.4449332333092304,-2.4443656976687222,-3.2229946582712734,-0.9105027706766922,0.3544700974891287,0.8544978102540146
Recovery,1991-27,0.4164852069810099,0.4985645023045882,0.4147786575892099,-0.5202012529726185,0.3973309166017458,-0.0427,-0.6786061013191902,-0.1627,-0.5379796397406822,-1.0458,1.163857702889981,0.6742307887870336,0.9025834847030012,0.4139,-1.0313339501906271,-2.2835776479877734,0.04230116883430034,-1.3069473654709554,-0.8992976958169537,0.4095277467566069
Recovery,1991-28,0.7383726426828163,0.8066308256806876,0.9655771694469184,-0.8281346380845434,4.393798591894749,0.1626,-0.7280034806048996,-0.7582,3.2677156767541904,0.3694,1.833228552630661,1.7586081513458085,0.6714700540292551,0.1991,0.3951672345340551,-2.202406581271828,4.393382000627119,0.7096654223117284,-0.15239784395876077,-2.7364777837175667
Recovery,1991-29,0.4734880361576988,0.6137055242176004,0.7787615530876035,0.5403028379344255,0.0360026541524005,-0.0133,0.801707759280168,0.2596,-1.224348417316623,1.0685,-0.2511079750766698,0.998612718572378,-0.3201706317860986,0.4736,0.6301345944463854,-0.5333695434360646,-1.1182011062910517,0.9207022415966979,-1.0043549303848396,0.9659646240869569
Recovery,1991-30,-0.1910910867379378,-0.1067128792774373,-0.1907975900920399,0.2992003800587284,0.4406472070415557,0.4435,0.5108023382690563,0.5382,-0.4875683738007619,-0.5523,0.3298839130059017,-0.982004980698914,-0.0703605734019952,0.7044,-0.4304645021877773,-1.8047477161067942,-1.5107039631513768,-0.7446817084214631,0.28259012487114676,-0.3900126471687575
Recovery,1991-31,0.6479002005907342,1.0354591616601017,1.413694519199149,-1.273663136668457,1.8605923587822204,0.0838,-1.432285790881782,-0.7549,2.536509264637554,0.0581,1.064126911962937,1.6986161227865004,0.2499477344768186,1.0655,-0.1826437073614073,-1.5442830748250993,3.193271992224675,-0.3976733338127279,-0.3793500351884247,-1.38063264010648
Recovery,1991-32,0.3237828263981113,0.6960012966213736,1.00219685797871,0.2600597175843155,4.602372953168321,-0.3182,-0.0202888497655595,0.4752,1.5906837260117657,0.2714,1.0745082794323402,0.1802750265808228,0.4798105640449579,1.1693,0.1639810825575072,-2.8438475079475998,1.8299718473199589,0.6376621122549444,0.2908473166028608,-2.8506111102625513
Recovery,1991-33,0.4525879467460081,0.6655664638199443,0.9402350025101924,0.4493580877521275,2.8210704728440783,0.3944,0.6470474142698412,-0.0464,0.6809173975115934,0.8247,0.4186464628265884,-0.184889570861213,0.3198617649381008,0.8478,0.6101853980855276,-1.9107872938448955,0.3460283645231126,0.7770705310085223,0.17677906009506023,-1.732878820739982
Recovery,1991-34,0.6208852420394706,0.8451662978947949,1.1502238007776278,-0.590721788733739,3.0247713820894084,-0.0908,-0.4900837170333405,0.0115,0.0594897367579116,-0.6113,0.7900628628504602,1.866327815311064,0.3999677703792059,-0.0046,-0.59099990967868,-2.348185158137728,2.043746856256439,-0.5641190256566916,-0.9977230745831926,-0.1749215172019623
Recovery,1991-35,0.2196810628283252,0.1632120612098609,-0.0193837202812296,-0.0905747607417795,0.3609379900032294,-0.514,-0.6291341033267339,-0.2338,0.7481896251624542,0.4098,-0.031067569632992,0.497436290122355,-0.3500549305036626,-0.7695,0.9121453054742324,-0.161804894622241,0.7199008311550612,0.5541551670347477,0.75780433793705,0.5277161803908025
Recovery,1991-36,-0.4763444755039647,-0.3608776739752239,-0.2945527131633207,0.4905426565459558,-1.7283828764390274,0.6642,0.1800209432053057,0.0607,-0.7392932020619192,0.7207,-0.4698481221999895,-1.661263786006406,-0.8078323319487879,-0.3007,0.5309927830217553,-0.2744716269345484,-2.468403549794936,0.12756040515340394,1.377197747738585,1.1128555952697343
Recovery,1991-37,-0.0303011295413657,0.190758999048879,0.3515565146657185,-0.5116136207156896,1.61257141843838,0.011,-0.5602868593095223,-0.7272,-0.4684056916764767,0.7337,0.6997824818547382,-1.263997290227048,-0.0305707753887052,-0.1828,0.9015216710201112,-2.285429569890198,-0.12041545098071092,0.6282540247858142,1.5747112923553186,0.2826960110994923
Recovery,1991-38,0.5056561274975335,0.8166930528541894,1.1003903551165095,-0.0204018308531894,1.3629925909805385,-0.2785,-1.0655162284170403,-0.3328,1.4669966182685457,0.0475,1.7198543992698712,1.2959760481510596,-0.3498847906145519,-0.1004,0.1068982404600626,-1.641255571671464,2.1570862328972256,0.5621029156865491,-0.06730291271766295,-0.41121457169939124
Recovery,1991-39,0.7874268534948659,1.420982819092953,2.037187854344724,0.1292306223885653,-3.0044636052672047,-0.1854,0.3497257280959953,0.3197,-1.539972024853009,0.3201,-0.4500571546883103,-0.4414657793059495,-0.4994766060229083,0.1661,-0.1008115740392057,0.2013325894449252,-2.914775850378546,-0.3675397776693293,-0.06867392023377769,2.05601676783495
Recovery,1991-40,0.2073516569370382,0.672323120237106,1.1120013928516803,0.1092759960306999,-2.954337954405029,0.1806,-0.0227451641975906,0.4447,-0.2393533858138452,0.4285,0.0984365533498676,-1.0430211138897527,-0.3601711003604291,-0.0375,0.5301525240161808,0.2148269999571619,-2.4378416868296684,0.14578253201546715,0.7086923813807218,1.070958004552246
Recovery,1991-41,-0.3352744441960098,-0.388500014990345,-0.4028321480097907,-0.1699699080601635,0.3242802446640658,1.2524,0.0591991635194855,-0.1937,0.8669891396274831,-0.8113,-0.1910480499711098,-0.2687062847976373,0.6108359231123295,-0.4804,-0.4533515149252598,-0.8218068253347091,-0.09635276073334106,-1.4688493519666026,0.25999897361533514,-0.5572748180916123
Recovery,1991-42,1.520913117137801,1.936750272540988,2.2951624135288284,-0.4300990985957709,2.646022062215958,0.0265,-0.2601204528682732,-0.4081,3.2714840576734794,0.2924,2.296349688292021,2.996634360221684,-0.8377742539854571,-0.2356,0.4270924871778936,-1.062226851551453,4.442559811194447,1.304470860968821,-0.9007796613667568,-1.6222893104849299
Recovery,1991-43,0.3977545621983269,0.2039640469041259,-0.1182553358378024,0.6207508236634629,-0.5849995499460747,1.1636,0.21845813491701,1.0614,-2.378167983373769,0.4169,-1.2850742975183185,-2.172548799003837,-0.6785313163405138,0.4275,0.287575448052535,-1.4401600829949353,-3.593445505951921,-0.3892318511751245,1.217531163094528,1.2459359608309315
Recovery,1991-44,0.6934204328697513,0.9569628991327184,1.3118252468605762,0.0784619067718983,3.519661764950932,0.4167,-0.7690378646744489,0.6955,3.731901821851724,0.2529,1.8213153268409552,2.060546703502464,-0.3805951773905636,0.3911,0.3047770128453919,-1.6254315037829545,4.017093356668678,1.088249866393852,-0.3090512824176931,-2.9411536623914305
Recovery,2001-40,0.9465800114615508,1.822814306420528,2.557199693279477,-3.033438306476266,1.1667921663636172,-0.4006,-3.3475661859227457,-3.0581,7.898344387169476,-0.8447,-2.8582658836194152,2.9285726879387357,-1.4141493954410889,-1.4195,-0.025805233778775,3.56118889383741,8.114899011373502,-2.9551695412872787,2.4895097210036123,-1.3455170906712175
Recovery,2001-41,0.0101580779895638,0.7962873333403175,1.3640747959749122,-2.7217831236596046,4.703139418722024,-1.6559,-0.580759394954089,-2.555,7.471684029801162,0.4213,-4.9922113416331015,2.1751852837333496,-3.356743228674941,-3.3319,0.6099248405541546,4.91669594914754,8.308903586923766,-1.6478826726780087,4.449779972929766,-1.5403915977980103
Recovery,2001-42,0.3002800367166269,0.5451745515551831,0.7758704151549001,1.365561109569824,0.2384754401953293,1.3101,-1.769987945978213,2.0226,-1.961499769267616,1.1836,1.2590558568907229,-1.5359600253929573,1.732670742667497,1.5162,1.711095993081968,-3.6411626165149142,-2.9767588315580245,1.8401347731239182,0.012501392373260117,-0.1973921909102248
Recovery,2001-43,0.5498226437752551,1.0844673889155,1.4464280597101364,-1.13817285050416,3.0605563078289766,-1.286,-2.8620905834639165,-0.8278,4.988321145768682,0.5939,-2.9489723677885715,2.9286149136224404,-0.7533612622681041,-2.347,0.4785074038291315,2.497647641596782,6.256414265693534,-0.6992864700791611,2.015672729411173,-0.5648879264313812
Recovery,2001-44,0.943918714165526,1.5215542738155063,1.886210056512616,1.1561665106492036,0.6053118293812165,2.1989,0.9774333636503928,1.2832,-1.3427816993598185,0.5207,1.2979203233261627,-1.6810258972226988,1.3029626512744752,0.0662,0.8982937950813952,-2.732940070348199,-2.904171622080634,1.0138534142646838,-0.13406964589114878,-0.8434802833719997
Recovery,2001-45,0.3047635017493056,1.2293857501527672,2.149081578369461,-1.7895915428829734,0.4775585986654507,-1.1092,-0.2113655335445718,-1.991,2.5654508074727245,-1.6427,-4.115003294440756,2.7875746172306703,-0.8420671740410834,-1.8106,-1.552291255088989,3.3251877302208626,3.4278478552894813,-4.016036490089569,0.3668555127656166,1.195378281952564
Recovery,2001-46,1.0353833469163964,1.667191428820236,2.159419296027121,-0.6529503465332764,-1.4215352257565206,-2.2812,2.151338752863108,0.1952,1.7157833724387397,-0.214,-3.4628053722283503,1.8794426242669804,-2.408082186884686,-4.1343,0.4318745821753511,5.430216017923793,0.8894587347447647,-0.551584267689299,1.3881937147882388,2.26211410480922
Recovery,2001-47,0.4951338849675579,0.5268837269663873,0.6262208534073332,0.4492923984687591,1.0807055868640836,-0.3642,-0.4993919200998342,0.4316,0.5688026055437057,0.9878,-0.256277432857066,1.027516380672,0.2946311025679993,0.4182,0.691546243025476,-0.5723795281485334,0.4534348851613132,0.8296017665606438,-0.28405266788073175,-0.32174064213617065
Recovery,2001-48,0.0451669899005581,0.4754867528088181,0.7950221155501814,0.5206260748516378,2.042824217721506,0.1305,0.7679676552255321,0.4416,2.197015003808267,1.0401,0.4723909715642627,-0.6248303263314381,-1.203784948259401,-1.3296,1.454499435026757,-0.18712191385655128,1.0412319111917556,1.8042977062627743,1.9734929066227267,-1.4721591858159728
Recovery,2001-49,1.023379189511342,1.7393650222192305,2.674605496609184,-1.633971922258548,1.299665113961046,-0.5746,0.1659170282084954,-1.2207,3.449694464541686,2.0064,-1.3982305259842345,2.0067813390694638,-1.160816235422124,-2.2651,1.8608649656518097,2.6622029525390634,3.746506385356975,1.4107219728112916,1.387863950825134,-0.000944507444655393
Recovery,2001-50,-0.5339809435511378,-0.1401936949286919,0.1807207049267623,1.5543119410518005,0.6068180331517903,0.4597,0.0082714877707834,0.9643,-2.370846252880976,1.2802,2.408194684121834,-2.862117491946037,1.396586192306426,1.318,1.7213471355647547,-4.120577124538629,-3.8093923151263565,2.4037720817698207,0.6686745404847275,-0.5185965738891478
Recovery,2001-51,1.4163985423339964,1.939513091040368,2.386960123518378,0.4150249422596008,-0.2034253391605789,-0.3411,0.2296240894915424,0.6103,-1.051052565411814,0.8653,-0.4331306783618371,1.9631468966954555,1.458087989042589,2.406,0.5152437293498568,-0.746378071593509,-1.2777527766127317,0.4313316021914298,-2.6807579594370523,0.06298651048918322
Recovery,2001-52,1.4220859236248715,1.7962032660370664,2.0254621402886253,-1.2947061894601597,-0.4433462647888686,-1.445,-0.4701345379887978,-1.2947,1.5445434100979316,0.4955,-1.325895800165766,1.628664813628955,-1.265710487167182,-0.9821,0.5095045691017708,1.7828835314304587,1.9631199830251462,-0.29045356917771004,0.7934189398741586,1.4211251100490447
Recovery,2002-02,0.4108577344712705,0.7862707703837346,0.9726756732594932,0.6104562574202888,-1.2997036068967405,0.8859,1.4661072276986653,0.1008,-2.241502502267678,1.107,1.3165098472744274,-2.144171934908756,0.2395356716991648,0.8378,0.8761590318582035,-2.094520404613573,-3.960233186542504,1.1771926383903946,0.17049854352940313,0.5780408589766358
Recovery,2002-03,0.6537567658721599,0.9631175858367368,1.1482461113677234,2.0020951765363337,0.773184243866365,1.7729,0.9480019791790584,1.5273,-3.27324350964312,-0.1051,3.0314768008904647,-1.8335678320736903,2.8594996196538824,3.5475,-0.978969099641558,-5.8620180496170375,-4.7896624538220225,0.10256602830846306,-2.4704256512375173,-1.7650792408309581
Recovery,2002-04,0.2950824920187501,0.3675053846579735,0.5279802246280331,0.8855083036532152,-1.1693430256983215,-0.1719,0.4600535853823695,0.7707,2.390012321482904,-0.2416,0.1378066113192355,0.5934108543728112,0.6009032637252831,0.0083,0.0876492226520087,0.9658834281087886,-0.2749693986154965,-0.1150136309991501,-0.3767114210606205,-1.469464214269675
Recovery,2002-05,1.3087002061088926,1.8130868572640455,2.003510643031792,0.771389668082012,1.2540104453327316,1.8112,0.104520020416654,1.0451,-0.5395379152613566,0.493,2.523027792494404,-0.8462642233381001,1.7809024566384224,0.6889,1.2479979226745377,-3.5158619354578455,-1.4539038956471968,1.5630553548562198,-0.6446618745477196,-1.4519878346177877
Recovery,2002-06,0.1020971661868097,0.5303173165903896,0.7848910238133167,1.582230717590738,2.8853394757749395,1.4983,0.8370322367018845,1.1705,-4.419743049952396,-0.5884,2.5461922063180875,-2.33779898927603,2.330584859991069,1.4383,-0.7331564457386364,-6.497115741539423,-4.041836539027137,-0.039528402760274584,-1.050850376490197,-0.5330135037633024
Recovery,2002-07,1.0938169976327794,1.5966694563005035,2.194530518820881,0.8772404940871947,2.376084076647733,1.1138,-1.0867728084527073,0.3794,-0.011788089532394,-0.1212,0.8362412357540316,0.6615429217248447,1.7280564761170902,1.427,0.4218919359120665,-3.085015242638528,0.2926860827474609,0.08194007232772026,-1.1465128749403362,-1.3586797165947364
Recovery,2002-08,0.3579516899387514,0.5792871473124573,0.7520548013084217,2.5498410002145144,-0.2197253235171059,0.7845,1.3758475837678974,2.5425,-4.71346681977185,0.2213,2.1403079746212805,-1.4122338431719728,2.969672128633971,2.5553,0.4091655367750579,-4.516551403235077,-6.20613290646361,1.3242047179486862,-2.699159362241464,-0.2332164809155625
Recovery,2002-09,1.1169520461779214,1.6931937294503152,2.4032363860759576,-0.9140814845740032,-0.7816183336049609,0.2737,1.1425712414029787,-0.6686,3.519329437337726,-0.9305,-1.080108407502922,3.7916308706863022,0.6467836880665212,-1.2043,-1.380457482911568,2.812214422984273,2.744311346510864,-2.154589402417187,-2.206599104428504,-0.7671598983629955
Recovery,2002-10,1.371426826035527,1.7109636407573792,2.2548789706219763,-1.899544660719976,-4.1548422530024105,-1.8976,0.1894504653969564,-1.5655,6.113987165032464,1.4601,-4.047235322849707,3.144583050680083,-2.9784582814824434,-4.2592,1.0814300268065846,8.60131412320891,3.960148327997255,-0.2613935271493227,2.187075010761537,1.7842103211489735
Recovery,2002-11,0.8792170912510722,1.1931232535881575,1.4879664167061657,1.5059761002511165,0.0033881444064576,-0.1043,-0.0108393489279712,1.379,-2.688422192913132,0.5009,1.7647939522295264,0.0994801182776505,1.2507651585814683,0.4519,0.343597323341549,-2.8404623950011003,-2.6327931541244154,1.3596784085825422,-1.4165386210710609,0.9103092335735411
Recovery,2002-12,0.924405164571307,1.295910610854456,1.8609002030900208,1.0300085851996157,0.7904468218016714,0.4251,0.5285952516285164,0.922,-0.5295688803408027,2.3741,1.4726815486963307,-1.1862528150963447,-0.3820930146155699,0.6562,2.104158224827146,-1.9248115035615918,-1.670399651419806,3.2139798542646307,0.745408289732605,-0.570112344377117
Recovery,2002-13,0.9834752507054346,1.652625996617818,2.15266127067697,0.7700815354350299,-0.4096118203890997,0.635,0.5985964866176197,0.9295,-0.4459302317921687,0.9174,0.8795770575999784,-0.0243317762649963,0.8150292394784042,-0.4176,1.0427384633407977,-0.8587906712734497,-1.5986553140893514,1.3930525479719045,-0.47547141251934716,0.016485252759369955
Recovery,2002-14,0.7301562113363413,0.7916788120663654,0.6310423730753412,1.3941022592493413,0.6879075771550891,1.1636,1.851579711402373,0.8217,-3.752661182270866,1.4412,1.8700399903243128,-2.1462083512628904,1.8660747402711173,2.3629,0.6806479616609407,-4.258030718508627,-4.949510155118643,1.6069273332500769,-1.2713326264296398,-0.49971563673319597
Recovery,2002-15,1.9593238177412653,2.5207485485055914,3.2012997425783007,2.018579661479314,1.5148203801820026,0.1308,1.3535076607670726,2.211,-1.982617654172114,4.1086,2.653987272589653,-0.5161650614885049,0.8439185548316575,1.3572,3.774501211658365,-2.764089681768398,-2.91309993905305,6.200105667285582,-0.8519935340388513,-0.9222055133027156
